Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
L. Li; T. F. Eibert,"Chair of High-Frequency Engineering, Technical University of Munich, Munich, Germany; Chair of High-Frequency Engineering, Technical University of Munich, Munich, Germany",2016,,Boundary integral;Method of Moments;singular integrals;singularity cancellation;variable separation method;Boundary integral (BI);method of moments (MoM);singular integrals;singularity cancellation;variable separation method,Jacobian matrices;Kernel;Couplings;Accuracy;Antennas;Method of moments;Integral equations
T. -Q. Fan; L. -X. Guo; W. Liu,"School of Physics and Optoelectronic Engineering, Xidian University, X’ian, China; School of Physics and Optoelectronic Engineering, Xidian University, X’ian, China; School of Physics and Optoelectronic Engineering, Xidian University, X’ian, China",2016,"National Science Foundation for Distinguished Young Scholars of China(grant numbers:61225002,61431010); Fundamental Research Funds for the Central Universities; ",Method of moments (MoM)-shooting and bouncing ray (SBR) hybrid method;Open Graphics Library (OpenGL);antenna pattern;large-scale platform;Antenna pattern;large-scale platform;method of moments (MoM)–shooting and bouncing ray (SBR) hybrid method;open graphics library (OpenGL),Antenna radiation patterns;Method of moments;Acceleration;Mathematical model;Image color analysis;Ray tracing
Z. Peng; R. Hiptmair; Y. Shao; B. MacKie-Mason,"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Seminar of Applied Mathematics, ETH Zürich, Zürich, Switzerland; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",2016,National Science Foundation(grant numbers:#CCF-1526605); U.S. Department of Defense HPC Modernization Program(grant numbers:PP-CEA-KY06-003-P3); ,Domain decomposition (DD) method;electromagnetic (EM) scattering;integral equation method;black interior penalty discontinuous Galerkin method;Maxwell’s equations;Domain decomposition (DD) method;electromagnetic (EM) scattering;integral equation method;black interior penalty discontinuous Galerkin method;Maxwell’s equations,Mathematical model;Integral equations;Antennas;Electromagnetic scattering;Electric potential;Solid modeling
G. Karagounis; D. De Zutter; D. Vande Ginste,"IBCN/Electromagnetics Group, Department of Information Technology, Ghent University/iMinds, B-Gent, Belgium; IBCN/Electromagnetics Group, Department of Information Technology, Ghent University/iMinds, B-Gent, Belgium; IBCN/Electromagnetics Group, Department of Information Technology, Ghent University/iMinds, B-Gent, Belgium",2016,Research Foundation Flanders (FWO); ,Boundary integral methods;hybrid solution methods;Multilevel-Fast Multipole Method (MLFMM);Geometrical Optics (GO);Uniform Theory of Diffraction (UTD);Method of Moments (MoM);Boundary integral methods;geometrical optics (GO);hybrid solution methods;method of moments (MoM);multilevel fast multipole method (MLFMM);uniform theory of diffraction (UTD),Couplings;Diffraction;Method of moments;Antenna radiation patterns;Green's function methods;Memory management;Scattering
M. Biscarini; F. S. Marzano; M. Montopoli; K. D. Sanctis; L. Iess; M. Montagna; M. Mercolino; M. Lanucara,"Department of Information Engineering, Electronics and Telecommunications (DIET) and CRAS, Sapienza University of Rome, Rome, Italy; Department of Information Engineering, Electronics and Telecommunications (DIET) and CRAS, Sapienza University of Rome, Rome, Italy; Department of Information Engineering, Electronics and Telecommunications (DIET) and CRAS, Sapienza University of Rome, Rome, Italy; HIMET srl, L’Aquila, Italy; Department of Mechanical and Aerospace Engineering (DIMA) and CRAS, Sapienza University of Rome, Rome, Italy; SciSys GmbH at ESOC, European Space Agency, Darmstadt, Germany; ESOC, European Space Agency, Darmstadt, Germany; ESOC, European Space Agency, Darmstadt, Germany",2016,Sapienza Università di Roma; European Space Agency(grant numbers:4000107890); ,"Deep space exploration;Ka-band downlink;radiopropagation;weather forecast,;numerical modeling;Deep space (DS) exploration;Ka-band downlink;numerical modeling;radiopropagation;WF",Atmospheric modeling;Weather forecasting;Predictive models;Numerical models;Radiometry;Attenuation
J. Roberts; K. L. Ford; J. M. Rigelsford,"Communications Group, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, U.K.; Communications Group, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, U.K.; Communications Group, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, U.K.",2016,U.K. EPSRC through a Doctoral Training Account; WiFEEB a Marie Curie Industry-Academia Partnerships and Pathways (IAPP)(grant numbers:286333); ,Frequency Selective Surfaces;Frequency-selective surfaces (FSSs),Frequency selective surfaces;Switches;GSM;Bit error rate;Switching frequency;Receivers;Buildings
G. A. Siles; J. M. Riera; P. García-del-Pino,"Agencia Boliviana Espacial, La Paz, Bolivia; Universidad Politécnica de Madrid, ETSI Telecomunicación, Madrid, Spain; Universidad Politécnica de Madrid, ETS Ingeniería y Sistemas de Telecomunicación, Madrid, Spain",2016,Spanish Ministry of Economy and Competitiveness(grant numbers:TEC2014-57821-R); Regional Government of Madrid(grant numbers:S2013/ICE-3000); ,Meteorology;Microwave radiometry;Radiowave propagation;Radiosondes;Satellite navigation systems;Meteorology;microwave radiometry;radiosondes;radiowave propagation;satellite navigation systems,Radiometry;Attenuation;Ocean temperature;Delays;Temperature measurement;Mathematical model;Atmospheric measurements
D. Zhao; C. Yang; M. Zhu; Z. Chen,"School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China",2016,"National Natural Science Foundation of China(grant numbers:61371106,61331007,61201089); ",monopole antenna;ultra-wideband;long-term evolution;ground-cooperative radiating structure;Ground-cooperative radiating structure (GCRS);long-term evolution (LTE);monopole antenna;ultrawideband (UWB),Ultra wideband antennas;Prototypes;Antenna measurements;Bandwidth;Metals;Impedance
M. U. Afzal; K. P. Esselle,"Department of Electronic Engineering, Macquarie University, Sydney, N.S.W., Australia; Department of Electronic Engineering, Macquarie University, Sydney, N.S.W., Australia",2016,,Aperture field;cavity resonator;directivity enhancement;electromagnetic band gap resonator antenna;ERA;Fabry-Perot resonator;frequency selective surface (FSS);highgain;patch antennas;phase correction;phase shifting surface;Aperture field;cavity resonator;directivity enhancement;electromagnetic band gap resonator antenna (ERA);Fabry–Perot resonator;frequency selective surface (FSS);high-gain;patch antennas;phase correction;phase shifting surface (PSS),Dielectrics;Apertures;Lenses;Cavity resonators;Optical resonators;Dielectric resonator antennas
G. P. Zouros; G. C. Kokkorakis,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",2016,ER Project(grant numbers:CfP-WP14-ER-01/Swiss); Hellenic CTF Programme; ,Anisotropic;bodies of revolution;Dini series;gyroelectric;inhomogeneous;spheroids;volume integral equation;Anisotropic;bodies of revolution (BoRs);Dini series;gyroelectric;inhomogeneous;spheroids;volume integral equation (VIE),Manganese;Nonhomogeneous media;Scattering;Permittivity;Solids;Integral equations;Tensile stress
M. Wang; H. Li; Y. Dong; G. Li; B. Jiang; Q. Zhao; J. Xu,"School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China; School of Physical Electronics, University of Electronic Science and Technology of China, Chengdu, China",2016,"National Natural Science Foundation of China(grant numbers:41304119,41104097,61201007); Specialized Research Fund for the Doctoral Program of Higher Education(grant numbers:20120185120012); Oversea Academic Training Fund sponsored by CSC; University of Electronic Science and Technology of China(grant numbers:201306075027); ",Plasma;Terahertz;propagation matrix method;dust particles;Dust particles;plasma;propagation matrix method;terahertz,Dusty plasmas;Propagation matrix method;Reflection coefficient;Reflection;Antennas
R. K. Saini; S. Dwari,"Department of Electronics Engineering, Indian School of Mines, Dhanbad, India; Department of Electronics Engineering, Indian School of Mines, Dhanbad, India",2016,,Broadband;Dual Circularly Polarized;Slot Antenna;Broadband;dual circularly polarized (CP);slot antenna,Broadband antennas;Slot antennas;Antenna measurements;Bandwidth;Feeds;Polarization
S. Liao; P. Chen; Q. Xue,"State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, CityU Shenzhen Research Institute, City University of Hong Kong, Kowloon, Hong Kong; State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, CityU Shenzhen Research Institute, City University of Hong Kong, Kowloon, Hong Kong; State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, CityU Shenzhen Research Institute, City University of Hong Kong, Kowloon, Hong Kong",2016,Technology Research Project of Shenzhen City(grant numbers:JSGG20150331154209122); Science and Technology Planning Project of Guangdong Province(grant numbers:2014B050504002); ,biconical antenna;differential feeding network;gain;omnidirectional antenna;Biconical antenna;differential feeding network;gain;omnidirectional antenna,Antenna measurements;Antenna feeds;Antenna radiation patterns;Ports (Computers);Arrays;Omnidirectional antennas
D. Mitra; B. Ghosh; A. Sarkhel; S. R. Bhadra Chaudhuri,"Department of Electronics and Telecommunication Engineering, Indian Institute of Engineering Science and Technology, Howrah, West Bengal, India; Department of Electronics and Electrical Communication Engineering, Indian Institute of Technology, Kharagpur, West Bengal, India; Department of Electronics and Communication Engineering, National Institute of Technology, Shillong, Meghalaya, India; Department of Electronics and Telecommunication Engineering, Indian Institute of Engineering Science and Technology, Howrah, West Bengal, India",2016,,Ring slot;Coplanar Waveguide (CPW);slit;miniaturization;EVL;MNZ;metamaterial;directivity enhancement;Coplanar waveguide (CPW);directivity enhancement;EVL;metamaterial;miniaturization;MNZ;ring slot;slit,Antenna measurements;Antennas;Metamaterials;Resonant frequency;Magnetic materials;Permittivity;Impedance
H. W. Lai; K. M. Mak; K. M. Luk,"State Key Laboratory of Millimeter Waves, City University of Hong Kong, Kowloon Tong, Hong Kong; State Key Laboratory of Millimeter Waves, City University of Hong Kong, Kowloon Tong, Hong Kong; State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, City University of Hong Kong, Kowloon Tong, Hong Kong",2016,Fundamental Research Program of Shenzhen City(grant numbers:JCYJ20140509155229810); ,"Bowtie patch antenna,;low back radiation;low profile;on-body communication and wearable healthcare or biomedical devices;Bowtie patch antenna;low back radiation;low profile;on-body communication and wearable healthcare or biomedical devices",Antenna measurements;Antenna radiation patterns;Reflection coefficient;Gain;Bandwidth;Resonant frequency
H. Sun; S. Sun,"Research Center of Applied Electromagnetics, Nanjing University of Information Science and Technology, Nanjing, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",2016,"Thousand Young Talents Program of China; RGC-GRF(grant numbers:716112,716713); National Natural Science Foundation of China(grant numbers:61501243); ",Aperture-coupled patch antenna;circular and linear polarization;polarization agile;reconfigurable antenna;reconfigurable feeding network;Aperture-coupled patch antenna;circular and linear polarization;polarization-agile;reconfigurable antenna;reconfigurable feeding network,Antenna measurements;Ports (Computers);Antenna feeds;Switches;Patch antennas;Antenna radiation patterns
H. Chu; J. -X. Chen; S. Luo; Y. -X. Guo,"School of Electronics and Information, Nantong University, Nantong, China; School of Electronics and Information, Nantong University, Nantong, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; National University of Singapore Suzhou Research Institute, Suzhou, China",2016,"National Natural Science Foundation of China(grant numbers:61301044,61271136); Suzhou Science and Technology Council, China(grant numbers:SYG201403); ",Bandpass filter (BPF);monopulse comparator;cavity resonator;filtering antenna array;substrate integrated waveguide;Bandpass filter (BPF);cavity resonator;filtering antenna array;monopulse comparator;substrate integrated waveguide (SIW),Antenna arrays;Arrays;Resonator filters;Antenna measurements;Cavity resonators;Couplings
Z. H. Fan; Z. He; R. S. Chen,"Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China",2016,"National Natural Science Foundation of China(grant numbers:61431006,61171041); Jiangsu Natural Science Foundation(grant numbers:BK2012034); Ph.D. Programs Foundation of Ministry of Education of China(grant numbers:20123219110018); ",Marching-on-in-degree method;randomly distributed;multiple body of revolution;equivalence principle algorithm;Equivalence principle algorithm;marching-on-in-degree (MOD) method;multiple body of revolution;randomly distributed,Scattering;Memory management;Transient analysis;Mathematical model;Antennas;Algorithm design and analysis;Manganese
Y. Liu; K. Li; Y. Jia; Y. Hao; S. Gong; Y. J. Guo,"Science and Technology on Antenna and Microwave Laboratory, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Science and Technology on Antenna and Microwave Laboratory, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Science and Technology on Antenna and Microwave Laboratory, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Science and Technology on Antenna and Microwave Laboratory, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Science and Technology on Antenna and Microwave Laboratory, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Faculty of Engineering and IT, University of Technology, Sydney, NSW, Australia",2016,Program for New Century Excellent Talents in University(grant numbers:NCET-11-0690); National Natural Science Foundation of China(grant numbers:61372001); ,Polarization conversion metasurfaces (PCM);radar cross section (RCS);slot array antenna;wideband;Polarization conversion metasurfaces (PCMs);radar cross section (RCS);slot array antenna;wideband,Phase change materials;Antenna measurements;Arrays;Slot antennas;Antenna arrays;Wideband
M. Li; A. Abubakar; F. Gao; T. M. Habashy,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Schlumberger, Houston, TX, USA; Oracle Corporation, San Francisco, CA, USA; Schlumberger–Doll Research, Boston, MA, USA",2016,,inverse problems;nonlinear inversion;data calibration;variable projection method;Data calibration;inverse problems;nonlinear inversion;variable projection method,Conductivity;Calibration;Electromagnetics;Jacobian matrices;Robustness;Gradient methods;Mathematical model
C. Craeye,"Université Catholique de Louvain ICTEAM Institute, Louvain-la-Neuve, Belgium",2016,,aperture antennas;multiplexing;spectral domain analysis;Aperture antennas;multiplexing;spectral domain analysis,Transmitting antennas;Receiving antennas;Indexes;Aperture antennas;Multiplexing
L. Y. Feng; K. W. Leung,"State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, City University of Hong Kong, Kowloon Tong, Hong Kong; State Key Laboratory of Millimeter Waves, Department of Electronic Engineering, City University of Hong Kong, Kowloon Tong, Hong Kong",2016,NSFC/GRF Joint Research project(grant numbers:N_CityU134/13); ,Dual-frequency antenna;parallel-plate waveguide resonator antenna;Fabry-Perot resonator antenna;low profile antenna;Dual-frequency antenna;fabry-perot resonator antenna (FPRA);low-profile antenna;parallel-plate waveguide resonator antenna (WRA),Antenna measurements;Antenna radiation patterns;Dielectric resonator antennas;Microwave antennas;Reflector antennas;Microwave communication
