Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
E. G. Tianang; M. A. Elmansouri; D. S. Filipovic,"Department of, Electrical, Computer, and Energy Engineering, University of Colorado, Boulder, CO, USA; Department of, Electrical, Computer, and Energy Engineering, University of Colorado, Boulder, CO, USA; Department of, Electrical, Computer, and Energy Engineering, University of Colorado, Boulder, CO, USA",2018,Naval Research Laboratory(grant numbers:N00173-15-C-2021); ,Cavity-backed antennas;flush-mountable antennas;phased arrays;tapered-slot antennas;ultra-wideband antennas;Vivaldi antennas,Cavity resonators;Antenna arrays;Vivaldi antennas;Ultra wideband antennas;Bandwidth
A. Emadeddin; M. A. Salari; M. Zoghi; A. Darvazehban; O. Manoochehri,"Electrical Engineering Department, Shahed University, Tehran, Iran; Department of Physics, RWTH-Aachen University, Aachen, Germany; Electrical Engineering Department, Iran University of Science and Technology, Tehran, Iran; Electrical Engineering Department, Amirkabir University of Technology, Tehran, Iran; Department of Electrical and Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA",2018,,Lens;multibeam antennas;UWB antennas;waveguide components,Lenses;Directive antennas;Antenna feeds;Ultra wideband antennas;Bandwidth
C. T. Neil; A. Garcia-Rodriguez; P. J. Smith; P. A. Dmochowski; C. Masouros; M. Shafi,"Spark NZ, Wellington, New Zealand; University College London, London, U.K.; School of Mathematics and Statistics, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Department of Electronic and Electrical Engineering, University College London, London, U.K.; Spark NZ, Wellington, New Zealand",2018,,Correlation;millimeter wave propagation;MIMO systems;mutual coupling,Antenna arrays;Dipole antennas;Channel models;Topology;MIMO;Three-dimensional displays
D. Pinchera; M. D. Migliore; F. Schettino; M. Lucido; G. Panariello,"ELEDIA@UniCAS and DIEI, University of Cassino and Southern Lazio, Cassino, Italy; ELEDIA@UniCAS and DIEI, University of Cassino and Southern Lazio, Cassino, Italy; ELEDIA@UniCAS and DIEI, University of Cassino and Southern Lazio, Cassino, Italy; ELEDIA@UniCAS and DIEI, University of Cassino and Southern Lazio, Cassino, Italy; ELEDIA@UniCAS and DIEI, University of Cassino and Southern Lazio, Cassino, Italy",2018,,Antenna arrays;antenna radiation pattern synthesis;optimization methods;sparse array antennas,Antenna arrays;Antenna measurements;Minimization;Compressed sensing;Radar antennas;Convergence
B. Zhang; Y. Rahmat-Samii,"CST of America, Inc., Anaheim, CA, USA; Department of Electrical Engineering, University of California, Los Angeles, CA, USA",2018,,Antenna array synthesis;particle swarm optimization (PSO);sensitivity analysis (SA),Optimization;Sensitivity analysis;Antenna arrays;Boundary conditions;Particle swarm optimization;Robustness
G. -B. Wu; S. -W. Qu; S. Yang,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",2018,"Fundamental Research Funds for the Central Universities(grant numbers:ZYGX2014J014); Natural Science Foundation of China(grant numbers:61622104,61631006); ",Aperture synthesis;beam scan;incident angle;optimization;reflectarray,Apertures;Manganese;Reflector antennas;Antenna feeds;Reflection;Optimization
Z. -W. Miao; Z. -C. Hao; G. Q. Luo; L. Gao; J. Wang; X. Wang; W. Hong,"State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; Key Laboratory of RF Circuits and System of Ministry of Education, Institute of Antennas and Microwave Technology, Hangzhou Dianzi University, Hangzhou, China; East China Institute of Photo-Electron iC, Suzhou, China; East China Institute of Photo-Electron iC, Suzhou, China; East China Institute of Photo-Electron iC, Suzhou, China; State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Southeast University, Nanjing, China",2018,"National Natural Science Foundation of China(grant numbers:61471118,61722107); Scientific Research Foundation of Graduate School of Southeast University(grant numbers:YBJJ1758); ",Aperture efficiency;D-band;low-temperature co-fired ceramic (LTCC);substrate-integrated waveguide (SIW);transmit array (TA);wideband,Dipole antennas;Cavity resonators;Transmitting antennas;Antenna arrays;Aperture antennas
H. Zhai; L. Xi; Y. Zang; L. Li,"National Key Laboratory on Antenna and Microwave Techniques, School of Electronic Engineering, Xidian University, Xi’an, China; National Key Laboratory on Antenna and Microwave Techniques, School of Electronic Engineering, Xidian University, Xi’an, China; National Key Laboratory on Antenna and Microwave Techniques, School of Electronic Engineering, Xidian University, Xi’an, China; National Key Laboratory on Antenna and Microwave Techniques, School of Electronic Engineering, Xidian University, Xi’an, China",2018,National Natural Science Foundation of China(grant numbers:51477126); ,Artificial magnetic conductor (AMC) structure;dual-polarized;high isolation;low profile;multiple input multiple output (MIMO),Antenna arrays;Antenna measurements;Dipole antennas;Surface impedance;Reflection;MIMO
Y. Fan; J. Wang; Y. Li; J. Zhang; S. Qu; Y. Han; H. Chen,"College of Science, Air Force Engineering University, Xi’an, China; College of Science, Air Force Engineering University, Xi’an, China; College of Science, Air Force Engineering University, Xi’an, China; College of Science, Air Force Engineering University, Xi’an, China; College of Science, Air Force Engineering University, Xi’an, China; School of Physics and Optoelectronic Engineering, Xidian University, Xi’an, China; College of Science, Air Force Engineering University, Xi’an, China",2018,"National Natural Science Foundation of China(grant numbers:61331005,61771485,61501503,61601507); Science and Technology Research Development Program of Shaanxi Province(grant numbers:2015KJXX-47); ",Frequency scanning;phase gradient metasurface (PGM);spoof surface plasmon polaritons (SSPPs),Dispersion;Frequency modulation;Optical surface waves;Antenna arrays;Plasmons;Strips
H. Yi; S. -W. Qu; K. -B. Ng; C. K. Wong; C. H. Chan,"School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; State Key Laboratory of Millimeter Waves, Partner Laboratory in City University of Hong Kong, Hong Kong; State Key Laboratory of Millimeter Waves, Partner Laboratory in City University of Hong Kong, Hong Kong; State Key Laboratory of Millimeter Waves, Partner Laboratory in City University of Hong Kong, Hong Kong",2018,Natural Science Foundation of China (NSFC) Project(grant numbers:61622104); Research Grants Council of Hong Kong General Research Fund(grant numbers:CityU 11250216); ,Beam splitter (BS);metasurface;polarization;terahertz (THz);wavefront control,Reflection;Gratings;Strips;Substrates;Reflection coefficient;Antennas;Radar imaging
P. Burghignoli; G. Lovat; R. Araneo; S. Celozzi,"Department of Information Engineering, Electronics and Telecommunications, Sapienza University of Rome, Rome, Italy; Electrical Engineering Division, Sapienza University of Rome, Rome, Italy; Electrical Engineering Division, Sapienza University of Rome, Rome, Italy; Electrical Engineering Division, Sapienza University of Rome, Rome, Italy",2018,,Cagniard–de Hoop (CdH) method;high-contrast thin layers;pulsed electromagnetic fields;time-domain Green’s function (TD GF),Green's function methods;Transient analysis;Dielectrics;Antennas;Time-domain analysis;Standards
M. Štumpf,"SIX Research Center, Brno University of Technology, Brno, Czech Republic",2018,"Czech Science Foundation(grant numbers:17-05445Y); Czech Ministry of Education, Youth and Sports (the National Sustainability Program)(grant numbers:LO1401); ",Electromagnetic (EM) scattering;receiving antenna;reciprocity principle;time-domain (TD) analysis,Scattering;Antenna theory;Loaded antennas;Receiving antennas;Time-domain analysis;Radar antennas
M. Feizi; V. Nayyeri; O. M. Ramahi,"Antenna and Microwave Research Laboratory, Iran University of Science and Technology, Tehran, Iran; Antenna and Microwave Research Laboratory, Iran University of Science and Technology, Tehran, Iran; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada",2018,,Anisotropic conductive sheet;finite-difference time-domain (FDTD) method;magnetized graphene;surface boundary condition,Finite difference methods;Graphene;Perpendicular magnetic anisotropy;Time-domain analysis;Conductivity;Boundary conditions
K. Li; T. -Z. Huang; L. Li; S. Lanteri; L. Xu; B. Li,"School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, China; School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, China; School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, China; NACHOS Project Team, INRIA, Sophia Antipolis Cedes, France; School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, China; School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, China",2018,973 Program(grant numbers:2013CB329404); NSFC(grant numbers:61370147); ,Discontinuous Galerkin (DG) method;electromagnetic simulation;Galerkin projection model order reduction (MOR);proper orthogonal decomposition (POD),Time-domain analysis;Maxwell equations;Method of moments;Computational modeling;Antennas;Mathematical model;Numerical models
Q. Sun; R. Zhang; Q. Zhan; Q. H. Liu,"Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA",2018,,Discontinuous Galerkin time-domain (DGTD) method;domain decomposition;first-order Maxwell’s curl equations;implicit time integration;perfectly matched layer (PML);second-order wave equation,Couplings;Propagation;Mathematical model;Method of moments;Time-domain analysis;Linear systems;Computational modeling
K. Hosseini; Z. Atlasbaf,"Department of Electrical and Computer Engineering, Tarbiat Modares University, Tehran, Iran; Department of Electrical and Computer Engineering, Tarbiat Modares University, Tehran, Iran",2018,Iranian National Science Foundation (INSF)(grant numbers:95836118); ,Bianisotropic;finite-difference time domain (FDTD);generalized sheet transition condition (GSTC);metasurface;piecewise linear recursive convolution (PLRC),Mathematical model;Finite difference methods;Time-domain analysis;Dispersion;Current density;Antennas;Memory management
Y. Vahabzadeh; N. Chamanara; C. Caloz,"Department of Electrical Engineering, Polytechnique de Montréal, Montréal, QC, Canada; Department of Electrical Engineering, Polytechnique de Montréal, Montréal, QC, Canada; Department of Electrical Engineering, Polytechnique de Montréal, Montréal, QC, Canada",2018,,Finite-difference time domain (FDTD);generalized sheet transition conditions (GSTCs);metasurface;sheet discontinuity;virtual node,Time-domain analysis;Finite difference methods;Mathematical model;Frequency-domain analysis;Antennas;Magnetic susceptibility;Magnetic domains
S. A. Stewart; T. J. Smy; S. Gupta,"Department of Electronics, Carleton University, Ottawa, Canada; Department of Electronics, Carleton University, Ottawa, Canada; Department of Electronics, Carleton University, Ottawa, Canada",2018,,Electromagnetic metamaterials;electromagnetic propagation;finite difference methods;time-domain analysis,Permittivity;Time-domain analysis;Magnetic susceptibility;Resonant frequency;Dielectrics;Mathematical model;Finite difference methods
S. -W. Chen; H. -X. Zhou; K. -L. Zheng; W. -B. Kong; W. Hong,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",2018,Jiangsu Natural Science Foundation(grant numbers:BK20170757); National Science Foundation of China(grant numbers:61601121); 863 Program of China(grant numbers:2015AA01A703); 13th Five-Year Scientific Research Plan of JSNU(grant numbers:JSNU2016ZD02); ,DILU preconditioner;fast Fourier transform (FFT);method of moments (MoM);nested uniform cartesian grid;overlapping domain decomposition method (ODDM);stationary iterative scheme;SWG basis function;volume integral equation (VIE),Memory management;Integral equations;Method of moments;Dielectrics;Mathematical model;Nonhomogeneous media;Silicon
A. A. Tambova; M. S. Litsarev; G. Guryev; A. G. Polimeridis,"Skoltech Center for Computational Data-Intensive Science and Engineering, Skolkovo Institute of Science and Technology, Moscow, Russia; Skoltech Center for Computational Data-Intensive Science and Engineering, Skolkovo Institute of Science and Technology, Moscow, Russia; Skoltech Center for Computational Data-Intensive Science and Engineering, Skolkovo Institute of Science and Technology, Moscow, Russia; Skoltech Center for Computational Data-Intensive Science and Engineering, Skolkovo Institute of Science and Technology, Moscow, Russia",2018,Skoltech-MIT Next Generation Program; ,Galerkin inner product;method of moments;quadrilateral discretization;singular integrals;surface integral equations,Integral equations;Method of moments;Antennas;Kernel;Geometry;Green's function methods;Convergence
J. Ostrometzky; R. Raich; L. Bao; J. Hansryd; H. Messer,"School of Electrical Engineering, Tel Aviv University, Tel Aviv, Israel; School of Electrical Engineering, Tel Aviv University, Tel Aviv, Israel; Ericsson Research, Ericsson AB, Göteborg, Sweden; Ericsson Research, Ericsson AB, Göteborg, Sweden; School of Electrical Engineering, Tel Aviv University, Tel Aviv, Israel",2018,German Research Foundation (DFG) through the project Integrating Microwave Link Data for Analysis of Precipitation in Complex Terrain: Theoretical Aspects and Hydrometeorological Applications (IMAP); ,Microwave radio propagation meteorological factors;millimeter wave radio propagation meteorological factors;rainfall effects,Attenuation;Rain;Estimation;Indexes;Microwave communication;Standards;Antennas
D. C. Tzarouchis; A. Sihvola,"Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland; Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland",2018,Aalto Energy Efficiency Research Program through the EXPECTS Project; ELEC Doctoral School Scholarship; ,Core–shell spheres;dynamic depolarization;light scattering;Lorenz–Mie theory;Mie coefficients;Padé approximants;radiative damping,Plasmons;Permittivity;Electrostatics;Magnetic cores;Mathematical model;Electromagnetic scattering
D. Ferreira; R. F. S. Caldeirinha; T. R. Fernandes; I. Cuiñas,"Instituto de Telecomunicações, Leiria, Portugal; School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal; School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal; Departamento de Teoría do Sinal e Comunicacións, Universidade de Vigo, Vigo, Spain",2018,"Portuguese Government, Foundation for Science and Technology, FCT, through the QREN-POPH funding; Spanish Government, Ministerio de Economía y Competitividad, Secretaría de Estado de Investigación, Desarrollo e Innovación(grant numbers:TEC2014-55735-C03-3R); AtlantTIC Research Center; European Regional Development Fund; ",Bricks;buildings;indoor radio communication;measurement;radio propagation;simulation,Frequency measurement;Pollution measurement;Prototypes;Antenna measurements;Antennas;Concrete;Loss measurement
S. Afifi; R. Dusséaux,"Laboratoire de Physique des Lasers, de Spectroscopie Optique et d’Opto-électronique, Badji Mokhtar-Annaba University, Annaba, Algeria; Laboratoire Atmosphères, Milieux, Observations Spatiales, Université de Versailles Saint-Quentin en Yvelines, Guyancourt, France",2018,,Perfect electromagnetic conductor (PEMC);rough surfaces;small perturbation method (SPM);small-slope approximation,Surface waves;Rough surfaces;Surface roughness;Conductors;Electromagnetic scattering;Perturbation methods
H. Zamani; A. Tavakoli; M. Dehmollaian,"Department of Electrical Engineering, Amirkabir University of Technology (Tehran Polytechnic), Tehran, Iran; Department of Electrical Engineering, Amirkabir University of Technology (Tehran Polytechnic), Tehran, Iran; Center of Excellence on Applied Electromagnetic Systems, School of Electrical and Computer Engineering, University of Tehran, Tehran, Iran",2018,,Buried objects;electromagnetic scattering;rough surfaces;small perturbation method (SPM);vector spherical functions (VSFs),Scattering;Dielectrics;Two dimensional displays;Three-dimensional displays;Perturbation methods;Spectral analysis;Antennas
L. Luini; A. Quadri,"Istituto di Elettronica e di Ingegneria dell’Informazione e delle Telecomunicazioni, Consiglio Nazionale delle Ricerche, Milan, Italy; SIAE Microelettronica, Milan, Italy",2018,,Electromagnetic (EM) propagation;ice cloud effects;satellite communications (SatCom),Ice;Clouds;Satellites;Liquids;Cloud computing;Integrated optics
C. -H. Tsai; J. Chang; L. -Y. Ou Yang; S. -Y. Chen,"Department of Electrical Engineering and the Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan; Department of Electrical Engineering and the Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan; Department of Electrical Engineering and the Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan; Department of Electrical Engineering and the Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan",2018,"Ministry of Science and Technology, Taiwan(grant numbers:MOST 106-2628-E-002-001-MY2); ",Holography;near-field microwave imaging;probe compensation,Probes;Receiving antennas;Microwave imaging;Microwave measurement;Microwave theory and techniques;Transmitting antennas
Y. Zhang; T. Wang; H. Zhao; Y. Zhang; H. Zhao,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; Key Laboratory of Space Target Measurement, Beijing, China; Key Laboratory of Space Target Measurement, Beijing, China",2018,"Open Foundation of Key Laboratory of Space Target Measurement; National Science Foundation of China(grant numbers:61671121,61701087); Doctoral Fund of Ministry of Education of China(grant numbers:2016M602673); Doctoral Fund of Jiangxi Province(grant numbers:2016KY15); ",Complex noise;sparse reconstruction;subband fusion;support vector regression (SVR),Scattering;Radar imaging;Gaussian noise;Image resolution;Bandwidth;Signal resolution
B. Rohani; K. Takahashi; H. Arai; Y. Kimura; T. Ihara,"Department of Electrical and Computer Engineering, Yokohama National University, Yokohama, Japan; Department of Electrical and Computer Engineering, Yokohama National University, Yokohama, Japan; Department of Electrical and Computer Engineering, Yokohama National University, Yokohama, Japan; Radio Access Network Development Department, NTT DOCOMO, Inc., Yokosuka, Japan; Radio Access Network Development Department, NTT DOCOMO, Inc., Yokosuka, Japan",2018,YNU; ,Bidirectional;channel capacity;dual polarization;loop antenna;low profile;MIMO antenna;notch antenna,Antenna radiation patterns;Directive antennas;MIMO;Antenna arrays;Dipole antennas;Antenna feeds
J. Deng; S. Hou; L. Zhao; L. Guo,"School of Physics and Optoelectronic Engineering, Xidian University, Xi’an, China; School of Physics and Optoelectronic Engineering, Xidian University, Xi’an, China; Key Laboratory of Antennas and Microwave Technologies, Xidian University, Xi’an, China; School of Physics and Optoelectronic Engineering, Xidian University, Xi’an, China",2018,"Natural Science Foundation of China(grant numbers:61471280,61431010); Foundation for Innovative Research Groups of the National Natural Science Foundation of China(grant numbers:61621005); 111 Project(grant numbers:B17035); ",Bandpass filter;filtering antenna;reconfigurable antenna;UWB antenna,Band-pass filters;Narrowband;Resonator filters;Ultra wideband antennas;Antenna measurements
