Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
X. Y. Zhang; Y. Zhang; Y. -M. Pan; W. Duan,"School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China",2017,"National Science Foundation of China(grant numbers:61422106,61327005); National Program for Support of Top-Notch Young Professionals; Guangdong Provincial Science and Technology Project(grant numbers:2016A050503018); ",Antenna with filtering performance;dual-band filtering antenna;feed scheme;low profile;multiple-input multiple-output (MIMO) antenna;wireless customer premise equipment (CPE),Dual band;Long Term Evolution;Antenna feeds;Filtering theory
M. Kashanianfard; K. Sarabandi,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA; Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA",2017,,Electric field measurement;loop antennas;magnetic field measurement;probe antennas,Integrated circuit modeling;Dipole antennas;Mathematical model;Antenna measurements;Power transmission lines;Antenna radiation patterns;Ports (Computers)
B. Q. Lu; J. Nagar; T. Yue; M. F. Pantoja; D. H. Werner,"Electrical Engineering Department, The Pennsylvania State University, University Park, PA, USA; Electrical Engineering Department, The Pennsylvania State University, University Park, PA, USA; Electrical Engineering Department, The Pennsylvania State University, University Park, PA, USA; Electrical Engineering Department, University of Granada, Granada, Spain; Electrical Engineering Department, The Pennsylvania State University, University Park, PA, USA",2017,"Spanish Ministry of Education through the Commission Fulbright Program “Salvador de Madariaga”(grant numbers:PRX14/00320); Spanish and Andalusian Research Programs(grant numbers:TEC2013-48414-C3-01,P12-TIC-1442); Center for Nanoscale Science, NSF Materials Research Science and Engineering Center(grant numbers:DMR-1420620); ",Antenna theory;loop antennas;nanotechnology;submillimeter wave technology,Impedance;Antennas;Closed-form solutions;Biomedical optical imaging;Conductors;Dispersion;Optical losses
M. Kashanianfard; K. Sarabandi,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA; Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA",2017,"U.S. Army Research Laboratory and prepared through collaborative participation in the Microelectronics Center of Micro Autonomous Systems and Technology, Collaborative Technology Alliance(grant numbers:W911NF-08-2-0004); ",Mutual coupling;patch antennas;repeaters,Repeaters;Receiving antennas;Transmitting antennas;Couplings;Antenna arrays
G. F. Hamberger; S. Trummer; U. Siart; T. F. Eibert,"Chair of High-Frequency Engineering, Technical University of Munich, Munich, Germany; Astyx Communication and Sensors GmbH, Ottobrunn, Germany; Chair of High-Frequency Engineering, Technical University of Munich, Munich, Germany; Chair of High-Frequency Engineering, Technical University of Munich, Munich, Germany",2017,German Federal Ministry for Economic Affairs and Energy(grant numbers:KF3151001NT3); ,5G;antenna arrays;automotive applications;beam forming;phased arrays;planar arrays;radar antennas,Microstrip antenna arrays;Feeds;Microstrip;Microstrip antennas;Array signal processing;Substrates
T. Jang; C. Zhang; H. Youn; J. Zhou; L. J. Guo,"JMA Wireless Inc., Liverpool, NY, USA; Electrical Engineering Department, University of Michigan, Ann Arbor, MI, USA; Department of Mechanical Engineering, Hanbat National University, Daejeon, South Korea; Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China; Electrical Engineering Department, University of Michigan, Ann Arbor, MI, USA",2017,National Science Foundation; ,Mechanically frequency reconfigurable;small antenna;strketchable;transparent;wire grid transparent conductor,Antennas;Capacitance;Inductance;Integrated circuit modeling;Resonant frequency;Metals;Shunts (electrical)
K. K. Karnati; M. E. Trampler; X. Gong,"Qorvo Inc., Apopka, FL, USA; Antenna, RF and Microwave Integrated System Laboratory, University of Central Florida, Orlando, FL, USA; Antenna, RF and Microwave Integrated System Laboratory, University of Central Florida, Orlando, FL, USA",2017,National Science Foundation (NSF) Faculty Early CAREER Award(grant numbers:0846672); NSF(grant numbers:1231976); ,Beamsteering;ferroelectric films;microstrip antennas;reflectarray antenna;sputtering;tunable circuits and devices,Reflection;Reflector antennas;Antenna arrays;Feeds;Dielectric constant
L. Tenuti; N. Anselmi; P. Rocca; M. Salucci; A. Massa,"ELEDIA Research Center, University of Trento, Trento, Italy; ELEDIA Research Center, University of Trento, Trento, Italy; ELEDIA Research Center, University of Trento, Trento, Italy; Laboratoire des Signaux et Systèmes, ELEDIA Research Center, Gif-sur-Yvette, France; Laboratoire des Signaux et Systèmes, ELEDIA Research Center, Gif-sur-Yvette, France",2017,"SIRENA Project (2014–2017) funded by DIGITEO, France, under the Call for Chairs 2014; ",Antenna arrays;antenna uncertainties;interval analysis (IA);Minkowski sum (MS);planar arrays;sensitivity analysis;wrapping effect,Manganese;Optical wavelength conversion;Planar arrays;Phased arrays;Sensitivity analysis
M. Bemani; S. Nikmehr; M. Fozi,"Electrical and Computer Engineering Department, University of Tabriz, Tabriz, Iran; Electrical and Computer Engineering Department, University of Tabriz, Tabriz, Iran; School of Electrical Engineering, Sharif University of Technology, Tehran, Iran",2017,University of Tabriz Research Association Office; ,Antenna arrays;beam squinting;dual band;extended composite right/left-handed (E-CRLH);series power divider (SPD),Power dividers;Inductors;Capacitors;Dual band;Microwave antenna arrays
J. Borg; J. Johansson,"Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden",2017,EU FP6 Eiscat_3D Design Study; EU FP7 Eiscat_3D preparatory phase projects; ,Antenna arrays;calibration;radar equipment;radio transceivers;scattering parameters;time dissemination;transmission line measurements,Antenna arrays;Calibration;Impedance;Ports (Computers);Antenna measurements;Attenuation
A. Nafe; F. A. Ghaffar; M. F. Farooqui; A. Shamim,"Department of Electrical Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Department of Electrical Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Department of Electrical Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Department of Electrical Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",2017,King Abdullah University of Science and Technology; ,Ferrite phase shifter;low-temperature cofired ceramic (LTCC);phased array;substrate integrated waveguide (SIW),Phased arrays;Ferrites;Phase shifters;Windings;Slot antennas
H. Jin; W. Che; K. -S. Chin; G. Shen; W. Yang; Q. Xue,"Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Electronic Engineering, Chang Gung University, Taoyuan, Taiwan; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; State Key Laboratory of Millimeter Waves, CityU Shenzhen Research Institute, City University of Hong Kong, Hong Kong",2017,2012 Distinguished Young Scientist awarded by the National Natural Science Foundation Committee of China(grant numbers:61225001); ,60 GHz;differential-fed structure;high gain;low cross polarization;low-temperature cofired ceramic (LTCC);soft-surface structure;surface wave suppression;wide bandwidth,Antenna arrays;Integrated circuit modeling;Surface waves;Equivalent circuits;Periodic structures;Dispersion
K. Tekkouk; J. Hirokawa; K. Oogimoto; T. Nagatsuma; H. Seto; Y. Inoue; M. Saito,"Department of Electrical and Electronic Engineering, Tokyo Institute of Technology, Tokyo, Japan; Department of Electrical and Electronic Engineering, Tokyo Institute of Technology, Tokyo, Japan; Department of Systems Innovation, Osaka University, Osaka, Japan; Department of Systems Innovation, Osaka University, Osaka, Japan; Micro/Nano Fabrication Hub, Kyoto University, Kyoto, Japan; Micro/Nano Fabrication Hub, Kyoto University, Kyoto, Japan; Research Organization for Nano & Life Innovation, Waseda University, Tokyo, Japan",2017,"JSPS KAKENHI(grant numbers:26630171); Nanotechnology Network Project of the Ministry of Education, Culture, Sports, Science and Technology Japan; ",Corporate-feed waveguide;deep reactive ion etcher (DRIE) process;diffusion bonding process;micromachining;silicon process;slotted waveguide array;submillimeter wave antennas,Antenna arrays;Fabrication;Silicon;Cavity resonators;Slot antennas;Broadband antennas
I. V. Lindell; A. Sihvola,"Department of Radio Science and Engineering, Aalto University, Aalto, Finland; Department of Radio Science and Engineering, Aalto University, Aalto, Finland",2017,,Boundary conditions;dispersion equation;electromagnetic theory;metasurfaces,Boundary conditions;Mercury (metals);Erbium;Antennas;Propagation;Three-dimensional displays;Dispersion
L. Chen; S. -W. Qu; B. -J. Chen; X. Bai; K. -B. Ng; C. H. Chan,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; State Key Laboratory of Millimeter Waves, City University of Hong Kong, Hong Kong; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; State Key Laboratory of Millimeter Waves, City University of Hong Kong, Hong Kong; State Key Laboratory of Millimeter Waves, City University of Hong Kong, Hong Kong",2017,"Natural Science Foundation of China Project(grant numbers:61371051,61622104); Sichuan Youth Science and Technology Foundation(grant numbers:2014JQ0012); Research Grants Council of the Hong Kong, China(grant numbers:CityU110713); ",Absorber;equivalent circuit;metasurfaces;millimeter waves;reflection efficiency;reflectarray;terahertz (THz),Reflectivity;Equivalent circuits;Reflection;Impedance;Dielectrics;Integrated circuit modeling;Metals
D. Ferreira; I. Cuiñas; R. F. S. Caldeirinha; T. R. Fernandes,"Instituto de Telecomunicações, Leiria, Portugal; Departamento de Teoría do Sinal e Comunicacións, Universidade de Vigo, Vigo, Spain; School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal; School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal",2017,"Portuguese Government, Portuguese Foundation for Science and Technology, FCT, through QREN-POPH funding; Spanish Government, Ministerio de Economía y Competitividad, Secretaría de Estado de Investigación, Desarrollo e Innovación, AtlantTIC Research Center and the European Regional Development Fund(grant numbers:TEC2014-55735-C03-3R); ",Bandpass filters;frequency selective surfaces (FSS);measurement;mechanical systems;radio propagation;simulation;tuning,Frequency selective surfaces;Tuning;Shafts;Three-dimensional displays;Resonant frequency;Frequency response;Two dimensional displays
O. Rance; R. Siragusa; P. Lemaître-Auger; E. Perret,"Laboratoire de Conception et d’Intégration des Systèmes, Grenoble Institute of Technology, Valence, France; Laboratoire de Conception et d’Intégration des Systèmes, Grenoble Institute of Technology, Valence, France; Laboratoire de Conception et d’Intégration des Systèmes, Grenoble Institute of Technology, Valence, France; Institut Universitaire de France, Paris, France",2017,,Coplanar stripline (CPS) discontinuities;radar cross section (RCS) measurement;resonator;wireless method,Resonant frequency;Transmission line measurements;Integrated circuit modeling;Strips;Antenna measurements;Stripline;Antennas
M. T. Ghasr; M. J. Horst; M. R. Dvorsky; R. Zoughi,"Applied Microwave Nondestructive Testing Laboratory, Missouri University of Science and Technology, Rolla, MO, USA; Applied Microwave Nondestructive Testing Laboratory, Missouri University of Science and Technology, Rolla, MO, USA; Applied Microwave Nondestructive Testing Laboratory, Missouri University of Science and Technology, Rolla, MO, USA; Applied Microwave Nondestructive Testing Laboratory, Missouri University of Science and Technology, Rolla, MO, USA",2017,University of Missouri System Fast-Track program; ,3-D imaging;microwave antenna arrays;microwave imaging;microwave video camera;nondestructive testing (NDT);real-time imaging;security scanning;synthetic aperture radar (SAR);3-D imaging;microwave antenna arrays;microwave imaging;microwave video camera;nondestructive testing (NDT);real-time imaging;security scanning;synthetic aperture radar (SAR);wideband microwave camera for real-time 3D imaging,Microwave imaging;Microwave antenna arrays;Microwave circuits;Cameras;Three-dimensional displays
N. Bui; C. Guiffaut; A. Reineix; P. Pouliguen,"CNRS, EMC and Diffraction Team, XLIM Institute, University of Limoges, Limoges, France; CNRS, EMC and Diffraction Team, XLIM Institute, University of Limoges, Limoges, France; CNRS, EMC and Diffraction Team, XLIM Institute, University of Limoges, Limoges, France; Direction Générale de l’Armement/Direction de la Stratégie/Mission pour la Recherche et l’Innovation Scientifique, Paris, France",2017,Direction Généerale de l’Armement (DGA); ,Conservative;dispersion;finite difference time domain (FDTD);high order;phase accuracy,Dispersion;Three-dimensional displays;Antennas;Two dimensional displays;Finite difference methods;Time-domain analysis;Standards
K. Tekbas; F. Costen; J. -P. Bérenger; R. Himeno; H. Yokota,"School of Electrical and Electronic Engineering, The University of Manchester, Manchester, U.K.; School of Electrical and Electronic Engineering, The University of Manchester, Manchester, U.K.; School of Electrical and Electronic Engineering, The University of Manchester, Manchester, U.K.; Advanced Center for Computing and Communication, RIKEN, Saitama, Japan; Image Processing Research Team, Center for Advanced Photonics, RIKEN, Saitama, Japan",2017,,Bioelectromagnetism;Debye media;finite difference;finite-difference time-domain (FDTD);subcell technique;thin layer,Time-domain analysis;Finite difference methods;Media;Frequency dependence;Mathematical model;Permittivity;Differential equations
G. Xiao; Y. Hou,"Electronic Engineering Department, Shanghai Jiao Tong University, Shanghai, China; Electronic Engineering Department, Shanghai Jiao Tong University, Shanghai, China",2017,"National Science Foundation of China(grant numbers:61234001,SAST804-201505); ",Discontinuous Galerkin (DG) method;discontinuous vector basis function (DVBF);surface integral equation (SIE),Method of moments;Integral equations;Surface impedance;IP networks;Testing;Finite element analysis;Electromagnetic scattering
E. Gamliel,"Ring Laboratories Gainesville, FL, USA",2017,,Appleton–Hartree;cold magnetized plasma;electromagnetic wave propagation;finite-difference time-domain (FDTD);gyrotropic media;ionosphere;numerical stability;plasma simulation;von Neumann method,Plasmas;Mathematical model;Numerical stability;Finite difference methods;Time-domain analysis;Dispersion;Tensile stress
T. T. Fan; X. Zhou; W. M. Yu; X. Y. Zhou; T. J. Cui,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",2017,Natural Science Foundation of Jiangsu Province(grant numbers:BK20130854); ,Electromagnetic transient scattering;line integral (LI);physical optics (PO);time domain (TD),Time-domain analysis;Scattering;Surface impedance;Surface waves;Transforms;Transient analysis;Optical surface waves
N. K. Lyras; C. I. Kourogiorgas; A. D. Panagopoulos,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",2017,THALES-NTUA MIMOSA project; ,Cloud attenuation prediction;cloud occurrence;integrated liquid water content (ILWC);spatial structure;stochastic differential equations (SDEs);stochastic dynamic model,Clouds;Attenuation;Optical attenuators;Optical fiber communication;Stochastic processes;Mathematical model;Time series analysis
L. Jelinek; M. Capek,"Department of Electromagnetic Field, Czech Technical University, Prague, Czech Republic; Department of Electromagnetic Field, Czech Technical University, Prague, Czech Republic",2017,Czech Science Foundation(grant numbers:15-10280Y); ,Antenna gain;antenna theory;optimization methods;Q-factor,Optimization;Q-factor;Shape;Upper bound;Current density;Dipole antennas
S. Fakhte; H. Oraizi; L. Matekovits,"College of Electrical Engineering, Iran University of Science and Technology, Narmak, Tehran, Iran; College of Electrical Engineering, Iran University of Science and Technology, Narmak, Tehran, Iran; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy",2017,,Anisotropic dielectric resonator antenna (ADRA);gain;impedance bandwidth;uniaxial DRA,Electric fields;Gain;Optical reflection;Current density;Reflection coefficient;Dielectric resonator antennas;Dielectrics
L. Wang; M. Esquius-Morote; H. Qi; X. Yin; J. R. Mosig,"Laboratory of Electromagnetics and Antennas, Swiss Federal Institute of Technology, Switzerland; Laboratory of Electromagnetics and Antennas, Swiss Federal Institute of Technology, Switzerland; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Laboratory of Electromagnetics and Antennas, Swiss Federal Institute of Technology, Switzerland",2017,Swiss Government Excellence Scholarships; Swiss Institute Armasuisse(grant numbers:8003508587); National Natural Science Foundation of China(grant numbers:61427801); ,Gap waveguides;horn antenna;phase correction;substrate integrated waveguide (SIW);tapered printed transitions,Horn antennas;Apertures;Waveguide discontinuities;Capacitance;Standards;Bandwidth;Cutoff frequency
H. L. Thal,"Wayne, PA, USA",2017,,Antenna theory;electrically small antennas;electromagnetic (EM) scattering;Q factor,Shape;Dipole antennas;Integrated circuit modeling;Ellipsoids;Equivalent circuits;Antenna theory
J. . -P. Adam; M. Romier,"CEA, Gramat, France; CNES, Toulouse Space Centre, Toulouse, France",2017,CNES through the framework of the R&T Program; ,Corrugations;horn antenna;modal content;multiband;optimization;profile,Apertures;Optimization;Feeds;Horn antennas;Geometry;Logic gates
R. Ferreira; J. Joubert; J. W. Odendaal,"Centre for Electromagnetism, University of Pretoria, Pretoria, South Africa; Centre for Electromagnetism, University of Pretoria, Pretoria, South Africa; Centre for Electromagnetism, University of Pretoria, Pretoria, South Africa",2017,,Cavity backed antennas;circular polarization;electromagnetic bandgap (EBG) materials;microstrip couplers;slot antennas,Couplers;Feeds;Bandwidth;Antenna measurements;Reflector antennas;Cavity resonators
J. Wu; S. Yang; Y. Chen; S. Qu; Z. Nie,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",2017,"Natural Science Foundation of China(grant numbers:61231001,61571101,61631006); 111 Project of China(grant numbers:B07046); ",Dual polarized;low profile;micro strip antennas;wideband,Reflector antennas;Antenna radiation patterns;Bandwidth;Antenna measurements;Loading;Substrates
G. Gupta; A. R. Harish,"Department of Electrical Engineering, Indian Institute of Technology at Kanpur, Kanpur, India; Department of Electrical Engineering, Indian Institute of Technology at Kanpur, Kanpur, India",2017,,Aperture antennas;artificial magnetic conductor;cavity backed antennas;dipole antennas;high impedance surface (HIS);low profile antenna,Surface impedance;Resonant frequency;Impedance;Dipole antennas;Capacitance;Antenna measurements
D. E. Brocker; Z. H. Jiang; M. D. Gregory; D. H. Werner,"Pennsylvania State University, University Park, 16802, USA; Pennsylvania State University, University Park, 16802, USA; Pennsylvania State University, University Park, 16802, USA; Pennsylvania State University, University Park, 16802, USA",2017,,Antenna miniaturization;dual-band antenna;folded antennas;interdigitated slot;shorted patch antennas,Antenna measurements;Patch antennas;Antenna radiation patterns;Slot antennas;Impedance;Loading
C. Zhang; Y. Wang; F. Zhu; G. Wei; J. Li; C. Wu; S. Gao; H. Liu,"Shenyang Aircraft Design and Research Institute, Shenyang, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; Science and Technology on Antenna and Microwave Laboratory, Nanjing Research Institute of Electronics, Nanjing, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Engineering and Digital Arts, University of Kent, CT2 7NT, Canterbury, U.K; State Key Laboratory of Space-Ground Integrated Information Technology, Beijing, China",2017,,Circular polarization;folded reflectarray (FRA);integrated feeding array;meander-line polarizer,Reflector antennas;Substrates;Antenna feeds;Bandwidth;Microstrip antenna arrays;Polarization
J. Loncar; S. Hrabar; D. Muha,"Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia; Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia; Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia",2017,"Unity Through Knowledge Fund through the program “Passive and Active Metamaterial Structures for Guiding, Scattering and Radiation of Electromagnetic Energy,”(grant numbers:09/13); EOARD/AFRL through the program “Non-Foster Source-load Networks and Metasurfaces”(grant numbers:FA9550-15-1-0120); ",Metamaterials;negative capacitor;non-Foster;stability,Capacitors;Power transmission lines;Circuit stability;Power system stability;Stability criteria;Capacitance
M. L. N. Chen; L. J. Jiang; W. E. I. Sha,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong",2017,"Research Grants Council of Hong Kong(grant numbers:GRF 716713,GRF 17207114,GRF 17210815); NSFC(grant numbers:61271158); Hong Kong(grant numbers:ITP/045/14LP); Hong Kong UGC(grant numbers:AoE/PC04/08); ",Babinet’s principle;circuit theory;equivalence principle;orbital angular momentum (OAM);ultrathin complementary metasurface,Integrated circuit modeling;Equivalent circuits;Microwave frequencies;Resonant frequency;Optical transmitters;Atmospheric modeling;MIMO
A. Zadehgol,"Department of Electrical and Computer Engineering, University of Idaho, Moscow, ID, USA",2017,,Finite-difference time domain (FDTD);macromodel;subgridding,Time-domain analysis;Finite difference methods;Computational modeling;Conductivity;Magnetic domains;Antennas;Transfer functions
B. Goettel; P. Pahl; C. Kutschker; S. Malz; U. R. Pfeiffer; T. Zwick,"Institute of Radio Frequency Engineering and Electronics, Karlsruhe Institute of Technology, Karlsruhe, Germany; Keysight Technologies, Santa Rosa, CA, USA; Muetec Instruments, Seevetal, Germany; Institute of High-Frequency and Communication Technology, University of Wuppertal, Wuppertal, Germany; Institute of High-Frequency and Communication Technology, University of Wuppertal, Wuppertal, Germany; Institute of Radio Frequency Engineering and Electronics, Karlsruhe Institute of Technology, Karlsruhe, Germany",2017,DFG within the framework program SPP 1655(grant numbers:ZW 180/11-1 (Real100G.RF)); Helmholtz International Research School for Teratronics; ,Dielectric lens;H-band;in-antenna power-combining;integrated lens antenna (ILA);millimeter-wave (mm-wave) single-chip integrated circuits;multiple-feed antenna;system-on-chip,Antenna feeds;Impedance;Lenses;Bandwidth;Antenna measurements
