Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
D. K. Karmokar; Y. J. Guo; S. -L. Chen; T. S. Bird,"Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, Australia",2020,Australian Research Council(grant numbers:160102219); ,Backward;beam scanning;broadside;composite right/left-handed (CRLH);forward;frequency range;leaky-wave antenna (LWA),Equivalent circuits;Integrated circuit modeling;Antenna measurements;Power transmission lines;Dispersion;Leaky wave antennas
S. Henthorn; K. L. Ford; T. O’Farrell,"Department of Electronic and Electrical Engineering, The University of Sheffield, Sheffield, U.K.; Department of Electronic and Electrical Engineering, The University of Sheffield, Sheffield, U.K.; Department of Electronic and Electrical Engineering, The University of Sheffield, Sheffield, U.K.",2020,Industrial Sponsors NEC Telecom Modus and BT Research through the EPSRC iCASE Award; Engineering and Physical Sciences Research Council(grant numbers:EP/M013723/1); ,Cellular radio;continuous phase modulation;frequency selective surfaces (FSSs);phase shift keying(PSK);reconfigurable antennas,Frequency selective surfaces;Phase modulation;Dams;Capacitance;Antenna measurements
S. -L. Chen; D. K. Karmokar; P. -Y. Qin; R. W. Ziolkowski; Y. J. Guo,"Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia; Global Big Data Technologies Centre (GBDTC), University of Technology Sydney (UTS), Ultimo, Australia",2020,Australian Research Council(grant numbers:160102219); Discovery Early Career Researcher Award (DECRA)(grant numbers:DE170101203); ,Beam scanning;circular polarization (CP);leaky-wave antenna (LWA);linear polarization (LP);polarization-reconfigurable;traveling wave,Substrates;Attenuation;Feeds;Harmonic analysis;Dispersion;Antenna measurements
V. Mishra; A. Kiourti,"Department of Electrical and Computer Engineering, ElectroScience Laboratory, The Ohio State University, Columbus, USA; Department of Electrical and Computer Engineering, ElectroScience Laboratory, The Ohio State University, Columbus, USA",2020,National Science Foundation(grant numbers:1842531); ,Bioelectromagnetics;electrically small loop antenna (ESLA);joint flexion and rotation;wearables,Monitoring;Receivers;Biomedical monitoring;Coils;Transmitting antennas
Z. Wani; M. P. Abegaonkar; S. K. Koul,"Centre for Applied Research in Electronics, IIT Delhi, New Delhi, India; Centre for Applied Research in Electronics, IIT Delhi, New Delhi, India; Centre for Applied Research in Electronics, IIT Delhi, New Delhi, India",2020,,28 GHz;dual-beam radiation;electromagnetic (EM) routing;millimeter-wave (mmW) antenna;single-epsilon-high (single-EH) medium;substrate integrated waveguide (SIW),Media;Antennas;Routing;Optical refraction;Optical variables control;Permittivity;Optical reflection
S. -R. Lee; E. -H. Lim; F. -L. Bong; B. -K. Chung,"Electrical and Electronic Engineering Department, Universiti Tunku Abdul Rahman—Bandar Sungai Long Campus, Kajang, Malaysia; Electrical and Electronic Engineering Department, Universiti Tunku Abdul Rahman—Bandar Sungai Long Campus, Kajang, Malaysia; Electrical and Electronic Engineering Department, Universiti Tunku Abdul Rahman—Bandar Sungai Long Campus, Kajang, Malaysia; Electrical and Electronic Engineering Department, Universiti Tunku Abdul Rahman—Bandar Sungai Long Campus, Kajang, Malaysia",2020,University Internal Research Fund; ,Compact tag antenna;folded patch;L-probe;metal-mountable,Probes;Antenna feeds;Metals;Integrated circuits;Impedance;Patch antennas
J. Chen; W. Yuan; C. Zhang; W. X. Tang; L. Wang; Q. Cheng; T. J. Cui,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Institute of Electromagnetic Theory, Hamburg University of Technology, Hamburg, Germany; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",2020,"National Basic Research Program of China (973 Program)(grant numbers:2017YFA0700201,2017YFA0700202,2017YFA0700203); National Natural Science Foundation of China(grant numbers:61631007,61571117,61138001,61371035,61722106,61731010,11227904); Higher Education Discipline Innovation Project(grant numbers:111-2-05); ",Dispersive compensation;dispersive prism;gradient metasurface;groove gap waveguide (GW);leaky-wave antenna (LWA),Dispersion;Lenses;Bandwidth;Leaky wave antennas;Electromagnetic waveguides;Pins
K. Wang; A. Ghiotto; L. Guo; F. Zhu; K. Wu,"Poly-Grames Research Center, Polytechnique Montréal, Montreal, Canada; IMS Research Center, University of Bordeaux, CNRS, Bordeaux INP, Talence, France; Poly-Grames Research Center, Polytechnique Montréal, Montreal, Canada; Poly-Grames Research Center, Polytechnique Montréal, Montreal, Canada; Poly-Grames Research Center, Polytechnique Montréal, Montreal, Canada",2020,"Canada’s NSERC through Strategic Grant entitled “Millimeter-wave Identifications, Sensing and Tracking (MIST) for Low-Profile Integrated Services of Security and Logistics.”; ",Active radiator;air-filled substrate integrated waveguide (SIW);antenna;dielectric loading;harmonic oscillator;pulling effect;self-isolation,Cavity resonators;Harmonic analysis;Resonant frequency;Antennas;Power harmonic filters;Oscillators;Dielectrics
A. S. M. Alqadami; N. Nguyen-Trong; B. Mohammed; A. E. Stancombe; M. T. Heitzmann; A. Abbosh,"School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; Centre for Advanced Materials Processing and Manufacturing, School of Mechanical and Mining Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia",2020,Australian Government Research Training Program Scholarship; Department of Industry Science and Innovation(grant numbers:CRC-P-516); ,High-permittivity substrate;magnetic-electric (ME) dipole antenna;microwave imaging;polymer substrate;unidirectional antenna;wearable antenna;wideband antenna,Head;Imaging;Antenna arrays;Substrates;Permittivity;Dipole antennas
A. V. Kudrin; T. M. Zaboronkova; A. S. Zaitseva; B. Spagnolo,"Department of Radiophysics, University of Nizhny Novgorod, Nizhny Novgorod, Russia; Department of Nuclear Physics, R. E. Alekseev Technical University of Nizhny Novgorod, Nizhny Novgorod, Russia; Department of Radiophysics, University of Nizhny Novgorod, Nizhny Novgorod, Russia; Department of Radiophysics, University of Nizhny Novgorod, Nizhny Novgorod, Russia",2020,Ministry of Science and Higher Education of the Russian Federation(grant numbers:3.1358.2017/4.6); ,Current distribution;input impedance;singular integral equations;strip antenna;uniaxial metamaterial,Metamaterials;Antenna theory;Integral equations;Dispersion;Current distribution
J. Flygare; M. Pantaleev,"Department of Space, Earth and Environment, Onsala Space Observatory, Chalmers University of Technology, Gothenburg, Sweden; RUAG Space, Zürich, Switzerland",2020,European Union’s Horizon 2020 research and innovation programme(grant numbers:730562); ,Dielectric materials;quad-ridge flared horn (QRFH);radio astronomy;reflector feed;ultra wideband (UWB) antennas,Dielectrics;Feeds;Bandwidth;Apertures;Antenna measurements;Optimization;Dielectric measurement
Z. H. Jiang; L. Kang; T. Yue; W. Hong; D. H. Werner,"State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; Department of Electrical Engineering, The Pennsylvania State University, University Park, USA; Department of Electrical Engineering, The Pennsylvania State University, University Park, USA; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; Department of Electrical Engineering, The Pennsylvania State University, University Park, USA",2020,"National Natural Science Foundation of China(grant numbers:61801109,61627801); Natural Science Foundation of Jiangsu Province(grant numbers:BK20170687); ",Anisotropic impedance surface (AIS);millimeter-wave;multibeam;shaped beam;transmit arrays (TAs),Feeds;Wideband;Transmitting antennas;Surface impedance;Receiving antennas;Impedance
J. Park; H. Seong; Y. N. Whang; W. Hong,"Department of Electrical Engineering, Pohang University of Science and Technology, Pohang-si, South Korea; Device Tech Laboratory, SK Telecom, Seongnam-si, South Korea; Device Tech Laboratory, SK Telecom, Seongnam-si, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang-si, South Korea",2020,Institute for Information and communications Technology Promotion(grant numbers:2018-0-00733); SK Telecom; ,5G antennas;architecture;beamforming;figure of merits;millimeter-wave (mmWave),5G mobile communication;Antenna arrays;Array signal processing;Radio frequency;Energy efficiency;Power demand
H. Koo; S. Nam,"School of Electrical and Computer Engineering, Institute of New Media Communication, Seoul National University, Seoul, South Korea; School of Electrical and Computer Engineering, Institute of New Media Communication, Seoul National University, Seoul, South Korea",2020,National Research Foundation of Korea(grant numbers:2016R1E1A1A01943375); Hanwha System; ,Phased array;quasi-transverse electromagnetic (TEM) guided wave;scan blindness;T-printed dipole,Blindness;Dispersion;Dipole antennas;Phased arrays;Integrated circuit modeling;Equivalent circuits
C. Yepes; E. Gandini; S. Monni; A. Neto; F. E. van Vliet; D. Cavallo,"Terahertz Sensing Group, Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, Delft, The Netherlands; Department of Radar Technology, Netherlands Organization for Applied Scientific Research (TNO), The Hague, The Netherlands; Department of Radar Technology, Netherlands Organization for Applied Scientific Research (TNO), The Hague, The Netherlands; Terahertz Sensing Group, Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, Delft, The Netherlands; Department of Radar Technology, Netherlands Organization for Applied Scientific Research (TNO), The Hague, The Netherlands; Terahertz Sensing Group, Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, Delft, The Netherlands",2020,TNO Ph.D. Funding; ,Antenna arrays;Floquet analysis;method of moments (MoM);pattern shaping,Impedance;Method of moments;Antenna arrays;Current distribution;Antenna radiation patterns;Green's function methods;Fourier transforms
X. Ruan; C. H. Chan,"Department of Electrical Engineering, City University of Hong Kong, Hong Kong; Department of Electrical Engineering, City University of Hong Kong, Hong Kong",2020,Hong Kong Research Grants Council(grant numbers:CityU 11203117); ,Circularly polarized (CP);complementary source;endfire;fifth generation (5G);millimeter wave (mm-wave);substrate integrated waveguide (SIW),Antenna arrays;Dipole antennas;Metals;Bandwidth;Antenna radiation patterns;Gain
Q. Chen; J. -D. Zhang; W. Wu; D. -G. Fang,"Ministerial Key Laboratory of JGMT, School of Electronic Engineering and Optoelectronic Technology, Nanjing University of Science and Technology, Nanjing, China; Ministerial Key Laboratory of JGMT, School of Electronic Engineering and Optoelectronic Technology, Nanjing University of Science and Technology, Nanjing, China; Ministerial Key Laboratory of JGMT, School of Electronic Engineering and Optoelectronic Technology, Nanjing University of Science and Technology, Nanjing, China; Ministerial Key Laboratory of JGMT, School of Electronic Engineering and Optoelectronic Technology, Nanjing University of Science and Technology, Nanjing, China",2020,National Natural Science Foundation of China(grant numbers:61801223); ,In-phase/quadrature (I/Q) complex modulation;reconfigurable power divider;single-sideband time-modulated phased array (STMPA);time modulated array (TMA),Amplitude modulation;Harmonic analysis;Switches;Phased arrays;Phase shifters;Power dividers
Y. Han; L. Zhu; Y. Bo; W. Che; B. Li,"College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China",2020,"National Natural Science Foundation of China(grant numbers:61801235); Natural Science Foundation of Jiangsu Province(grant numbers:BK20180756); Nanjing University of Posts and Telecommunications(grant numbers:NY217002,NY218105); Open Research Fund of the National and Local Joint Engineering Laboratory of RF Integration and Micro-Assembly Technology(grant numbers:KFJJ20180204); ",Circularly polarized (CP) antenna;dual polarization;frequency-selective absorber (FSA);radar cross section (RCS),Antenna arrays;Absorption;Receiving antennas;Electronic countermeasures;Integrated circuit modeling;Reflector antennas
A. Y. Gemechu; G. Cui; X. Yu; L. Kong,"School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China",2020,Chang Jiang Scholar Program; National Natural Science Foundation of China(grant numbers:61771109); Fundamental Research Funds for the Central Universities(grant numbers:ZYGX2018J016); Higher Education Discipline Innovation Project(grant numbers:B17008); ,Alternate direction method of multipliers (ADMM);beampattern synthesis;constant modulus;nulling;proximal;sidelobe-level (SLL) control (SLC),Optimization;Radar;Phased arrays;Linear programming;Linear antenna arrays;Antenna radiation patterns
C. Zong; D. Zhang; Z. Ding; Y. Liu,"College of Information Science and Technology, Nanjing Forestry University, Nanjing, China; College of Information Science and Technology, Nanjing Forestry University, Nanjing, China; College of Information Science and Technology, Nanjing Forestry University, Nanjing, China; College of Information Science and Technology, Nanjing Forestry University, Nanjing, China",2020,Postgraduate Research and Practice Innovation Program of Jiangsu Province; ,Bragg propagation periods;leaky modes;mixed propagation modes;periodic structure,Attenuation;Antennas;Dielectrics;Propagation constant;Photonic crystals;Transmission line matrix methods
S. Zarbakhsh; M. Akbari; M. Farahani; A. Ghayekhloo; T. A. Denidni; A. -R. Sebak,"Department of Electrical and Computer Engineering, Concordia University, Montreal, Canada; Department of Electrical and Computer Engineering, Concordia University, Montreal, Canada; National Institute of Scientific Research (INRS-EMT), Montreal, Canada; Department of Electrical and Computer Engineering, Semnan University, Semnan, Iran; National Institute of Scientific Research (INRS-EMT), Montreal, Canada; Department of Electrical and Computer Engineering, Concordia University, Montreal, Canada",2020,,Circularly sequential feeding network;Cube satellite (CubeSat);Fabry–Perot cavity (FPC);indium–tin–oxide (ITO);optically transparent conductor (OTC);satellite;solar panel,Indium tin oxide;Photovoltaic cells;Frequency selective surfaces;Solar panels;Satellites;Optical polarization
F. Yang; S. Yang; W. Long; K. Chen; F. Wang; B. Li; L. Sun,"School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; Nanjing Research Institute of Electronics Technology, Nanjing, China; School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; Nanjing Research Institute of Electronics Technology, Nanjing, China; Nanjing Research Institute of Electronics Technology, Nanjing, China",2020,"National Natural Science Foundation of China(grant numbers:61631006,61571101); ",4-D heterogeneous arrays;convex optimization;low sidelobe level (SLL);mutual coupling,Finite element analysis;Mutual coupling;Convex functions;Bandwidth;Linear antenna arrays;Iterative methods
C. Li; Y. Zong; R. Zhang,"Department of Electrical Engineering, Northwestern Polytechnical University, Xi’an, China; Department of Electrical Engineering, Northwestern Polytechnical University, Xi’an, China; Department of Communication Engineering, Northwestern Polytechnical University, Xi’an, China",2020,"National Natural Science Foundation of China(grant numbers:61801388,51705423,61571370); Fundamental Research Funds for the Central Universities(grant numbers:G2018KY0302); Key Research and Development Program of Shaanxi Province(grant numbers:2019ZDLGY0710); ",Boundary matching method;carbon-fiber-reinforced laminate;genetic algorithm;microwave absorbing material;sequential quadratic programming,Laminates;Absorption;Electromagnetics;Microwave theory and techniques;Ceramics;Electromagnetic scattering;High frequency
H. Chen; W. -B. Lu; Z. -G. Liu; Z. H. Jiang,"State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China",2020,"National Natural Science Foundation of China(grant numbers:61671150,61671147); Six Talent Peaks Project in Jiangsu Province(grant numbers:XCL-004); ",Flexible;graphene;rasorber;tunable,Absorption;Propagation losses;Passband;Equivalent circuits;Impedance;Radomes;Integrated circuit modeling
N. Feng; J. Wang; J. Zhu; Z. Liang; G. P. Wang; W. T. Joines,"Institute of Microscale Optoelectronics, Shenzhen University, Shenzhen, China; College of Science, Liaoning Shihua University, Fushun, China; School of Electronic Science and Engineering, Xiamen University, Xiamen, China; State Key Laboratory of Applied Optics, Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Changchun, China; Institute of Microscale Optoelectronics, Shenzhen University, Shenzhen, China; Department of Electrical and Computer Engineering, Duke University, Durham, USA",2020,"National Natural Science Foundation of China(grant numbers:11734012,11574218,6173000222,U1830116,61376122); Youth Innovation Promotion Association of the Chinese Academy of Sciences(grant numbers:2014193); State Key Laboratory of Applied Optics Independent Fund; ",Complex-frequency-shifted uniaxial perfectly matched layer (CFS-UPML);direct Z-transform (DZT) method;finite-difference time-domain (FDTD);switchable function,Time-domain analysis;Finite difference methods;Memory management;Frequency-domain analysis;Optical switches;Absorption
Y. Zhang; N. Feng; L. Wang; Z. Guan; Q. H. Liu,"Institute of Electromagnetics Acoustics and Fujian Provincial Key Laboratory of Electromagnetic Wave Science and Detection Technology, School of Electronic Science and Engineering, Xiamen University, Xiamen, China; College of Electronic Science and Technology, Shenzhen University, Shenzhen, China; Institute of Electromagnetics Acoustics and Fujian Provincial Key Laboratory of Electromagnetic Wave Science and Detection Technology, School of Electronic Science and Engineering, Xiamen University, Xiamen, China; Institute of Electromagnetics Acoustics and Fujian Provincial Key Laboratory of Electromagnetic Wave Science and Detection Technology, School of Electronic Science and Engineering, Xiamen University, Xiamen, China; Department of Electrical and Computer Engineering, Duke University, Durham, USA",2020,"National Research and Development Projects for Key Scientific Instruments(grant numbers:ZDYZ2012-1-03); National Natural Science Foundation of China(grant numbers:41390453,61671200); Fujian Provincial Department of Science and Technology(grant numbers:2015H0039); Special Program for Applied Research on Super Computation of the NSFC-Guangdong Joint Fund (the second phase)(grant numbers:U1501501); ",Bloch–Floquet periodic boundary condition (BPBC);finite-difference time-domain (FDTD);fully anisotropic structures;propagation characteristics,Finite difference methods;Time-domain analysis;Media;Periodic structures;Electromagnetic scattering;Perpendicular magnetic anisotropy
Y. Zhang; Y. Liu; X. Li,"School of Aerospace Science and Technology, Xidian University, Xian, China; School of Aerospace Science and Technology, Xidian University, Xian, China; School of Aerospace Science and Technology, Xidian University, Xian, China",2020,National Natural Science Foundation of China(grant numbers:61627901); ,Finite-difference time-domain method (FDTD);re-entry plasma sheath;stratified structure,Plasmas;Magnetic domains;Perpendicular magnetic anisotropy;Mathematical model;Finite difference methods;Time-domain analysis
H. -W. Gao; M. -L. Yang; X. -Q. Sheng,"School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China",2020,National Basic Research Program of China (973 Program)(grant numbers:2017YFB0202500); National Natural Science Foundation of China(grant numbers:61801023); National Postdoctoral Program for Innovative Talents(grant numbers:BX201700033); ,Discontinuous Galerkin (DG) method;domain decomposition preconditioning (DDP);electromagnetic (EM) scattering;impedance boundary condition (IBC);self-dual integral equation (SDIE),Integral equations;Method of moments;Surface impedance;Impedance;Magnetic resonance;Magnetic domains;Current
T. Wan; B. Tang; M. Li,"Department of Communication Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; Department of Communication Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; Department of Communication Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China",2020,National Natural Science Foundation of China(grant numbers:61601240); State Key Laboratory of Millimeter Waves(grant numbers:K201806); ,Domain decomposition method (DDM);finite element tearing and interconnecting (FETI);hierarchical (H-) matrix algorithm;iteration-free method,Skeleton;Matrix decomposition;Green's function methods;Finite element analysis;Iterative methods;Mathematical model;Convergence
