Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
N. Peitzmeier; T. Hahn; D. Manteuffel,"Institute of Microwave and Wireless Systems, Leibniz University Hannover, Hannover, Germany; Institute of Microwave and Wireless Systems, Leibniz University Hannover, Hannover, Germany; Institute of Microwave and Wireless Systems, Leibniz University Hannover, Hannover, Germany",2022,Deutsche Forschungsgemeinschaft (DFG) within the priority program SPP 1655(grant numbers:MA 4981/4-2); ,Antenna diversity;antenna theory;characteristic modes;group theory;multimode antenna;symmetry,Antennas;Current density;Antenna theory;Manganese;Correlation;Surface impedance;MIMO communication
W. Sun; S. Liu; X. Zhu; X. Zhang; P. -L. Chi; T. Yang,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu, Taiwan; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",2022,,Antenna;coupler;feeding network;frequency reconfigurable;polarization reconfigurable;reconfigurable filter,Couplers;Filtering;Polarization;Antenna feeds;Dipole antennas;Varactors;Antennas
M. Poveda-Garcia; J. L. Gómez-Tornero,"Department of Technology of Information and Communications, Universidad Politécnica de Cartagena, Cartagena, Spain; Department of Technology of Information and Communications, Universidad Politécnica de Cartagena, Cartagena, Spain",2022,Spanish National project(grant numbers:PID2019-103982RBC42/AEI/10.13039/501100011033); ,Broadband Fabry–Perot cavity antennas (FPCAs);dispersion;leaky-mode coupling;leaky-wave antennas (LWAs);partially reflective surface,Broadband antennas;Dispersion;Broadband communication;Reflection coefficient;Substrates;Couplings;Reflector antennas
A. Sarkar; S. Lim,"Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; School of Electrical and Electronics Engineering, Chung-Ang University, Seoul, South Korea",2022,National Research Foundation of Korea (NRF) grant; Korea government (MSIT)(grant numbers:2021R1A4A2001316); ,Azimuth scanning;frequency beam scanning;leaky-wave antenna (LWA);surface plasmon polariton (SPP),Dispersion;Broadband antennas;Azimuth;Surface impedance;Microstrip;Conductors;Surface morphology
M. Kanagasabai; P. Sambandam; M. G. N. Alsath; S. Palaniswamy; A. Ravichandran; C. Girinathan,"Department of Electronics and Communication Engineering, Anna University, Chennai, India; Department of Electronics and Communication Engineering, Anna University, Chennai, India; Department of Electronics and Communication Engineering, Sri Sivasubramaniya Nadar College of Engineering, Chennai, India; Department of Electronics and Communication Engineering, SRM Institute of Science and Technology, Kattankulathur Campus, Chennai, India; Department of Electronics and Communication Engineering, Anna University, Chennai, India; Department of Electronics and Communication Engineering, Anna University, Chennai, India",2022,,Body area networks (BANs);circular polarization (CP);ultrawideband (UWB);wearable antenna,Antennas;Bandwidth;Ultra wideband antennas;Antenna feeds;Receiving antennas;Gain;Antenna arrays
S. Yang; L. Zhang; W. Wang; Y. Zheng,"Department of Communication Engineering, Communication University of China, Beijing, China; Department of Communication Engineering, Communication University of China, Beijing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",2022,National Natural Science Foundation of China(grant numbers:61171039); School Grade Engineering Planning Project of Communication University of China(grant numbers:3132018XNG1847); ,Absorbing-shielding material;human-centered interaction communication;Internet of Medical Things (IoMT);multiple-input multiple-output (MIMO);pandemic monitoring;specific absorption rate (SAR);wearable belt strap antenna;wearable sensor,Dipole antennas;MIMO communication;Antennas;Antenna radiation patterns;Resonant frequency;Antenna arrays;Biomedical monitoring
H. Yang; X. Liu; Y. Fan,"School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronics and Information, Guangdong Polytechnic Normal University, Guangzhou, China",2022,"National Natural Science Foundation of China(grant numbers:61372008); Science and Technology Planning Project of Guangdong Province(grant numbers:2014A010103014,2015B010101006,2017xm057); Foundation of the State Key Laboratory of Subtropical Building Science(grant numbers:2020ZA05); ",Broadband circularly polarized (BCP) antenna;characteristic mode analysis (CMA);omnidirectional radiation;wearable conformal antenna array (WCAA),Broadband antennas;Antennas;Loaded antennas;Antenna radiation patterns;Directive antennas;Microstrip antenna arrays;Slot antennas
M. Mohammadpour; F. Mohajeri; S. A. Razavi,"Department of Communication, Shiraz University, Shiraz, Iran; Department of Communication, Shiraz University, Shiraz, Iran; Department of Communication, Graduate University of Advanced Technology, Kerman, Iran",2022,,Gap waveguide (GW) technology;H-plane horn antenna;high-gain antenna;Ku band;sidelobe level (SLL),Dielectrics;Aperture antennas;Bandwidth;Antennas;Horn antennas;Loaded antennas;Gap waveguide
S. -L. Chen; Y. Liu; R. W. Ziolkowski; Z. Li; Y. J. Guo,"Global Big Data Technologies Centre, University of Technology Sydney, Ultimo, NSW, Australia; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Global Big Data Technologies Centre, University of Technology Sydney, Ultimo, NSW, Australia; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China; Global Big Data Technologies Centre, University of Technology Sydney, Ultimo, NSW, Australia",2022,Australian Research Council Discovery Project(grant numbers:160102219); ,Cavity antenna;directed beams;high gain;phase control;resonant modes,Slot antennas;Antenna arrays;Substrates;Antenna radiation patterns;Directive antennas;Antennas;Phase control
Z. Li; W. Cui; R. Liu; K. Zhang; W. Liang; M. Wang; C. Fan; H. Zheng; E. Li,"School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; School of Electronics and Information Engineering, Hebei University of Technology, Tianjin, China; State Key Laboratory of Reliability and Intelligence of Electrical Equipment, Hebei University of Technology, Tianjin, China",2022,"National Natural Science Foundation of China(grant numbers:62071166,62071424); ",Alumina ceramic;compactness;composite right-/left-handed transmission line (CRLH-TL);leaky-wave antenna (LWA);magnetic dipole (MD);wide beam scanning,Resonant frequency;Ceramics;Leaky wave antennas;Propagation constant;Power transmission lines;Dielectric constant;Microstrip
J. Puskely; T. Mikulasek; Y. Aslan; A. Roederer; A. Yarovoy,"Department of Microelectronics, Microwave Sensing, Signals and Systems Group, Delft University of Technology, Delft, The Netherlands; Department of Radio Electronics, Brno University of Technology, Brno, Czech Republic; Department of Microelectronics, Microwave Sensing, Signals and Systems Group, Delft University of Technology, Delft, The Netherlands; Department of Microelectronics, Microwave Sensing, Signals and Systems Group, Delft University of Technology, Delft, The Netherlands; Department of Microelectronics, Microwave Sensing, Signals and Systems Group, Delft University of Technology, Delft, The Netherlands",2022,Dutch Research Council (NWO); NXP Semiconductors in the Framework of the Program on Advanced 5G Solutions-Antenna Topologies and Front-End Configurations for Multiple Beam Generation; ,5G base station;cosecant-squared radiation pattern;microstrip patch antenna;phased antenna array;substrate integrated waveguide (SIW),Phased arrays;Microstrip antenna arrays;5G mobile communication;Microstrip;Antenna radiation patterns;Antenna arrays;Microstrip antennas
R. Ozzola; D. Cavallo; A. Neto,"Microelectronics Department, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft, CD, The Netherlands; Microelectronics Department, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft, CD, The Netherlands; Microelectronics Department, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft, CD, The Netherlands",2022,,Antenna arrays;beam coupling factor;multiple beams;mutual coupling;wideband arrays,Couplings;Antenna arrays;Mutual coupling;Green's function methods;Antenna radiation patterns;Current distribution;Current
F. N. Ayoub; Y. Tawk; E. Ardelean; J. Costantine; S. A. Lane; C. G. Christodoulou,"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon; Air Force Research Laboratory, Space Vehicles Directorate Kirtland AFB, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",2022,Air Force Research Lab Cooperative Agreement(grant numbers:FA9453-16-2-0073); ,Cross-slots;dual circularly polarized;waveguide network,Planar waveguides;Gain;Topology;Phased arrays;Rectangular waveguides;Polarization;Waveguide transitions
Y. Wang; D. Zhang; Q. Wu,"School of Electronics and Information Engineering, Beihang University, Beijing, China; School of Electronics and Information Engineering, Beihang University, Beijing, China; School of Electronics and Information Engineering, Beihang University, Beijing, China",2022,National Natural Science Foundation of China(grant numbers:61971018); ,Loaded transmission line;tapered balun;tunable phase shift;varactor,Baluns;Phase shifters;Varactors;Loading;Broadband antennas;Phased arrays;Capacitance
L. Zhou; M. Tang; J. Qian; Y. -P. Zhang; J. Mao,"Key Laboratory of Ministry of Education of China for Research of Design and Electromagnetic Compatibility of High-Speed Electronic Systems, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Ministry of Education of China for Research of Design and Electromagnetic Compatibility of High-Speed Electronic Systems, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Ministry of Education of China for Research of Design and Electromagnetic Compatibility of High-Speed Electronic Systems, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Ministry of Education of China for Research of Design and Electromagnetic Compatibility of High-Speed Electronic Systems, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Ministry of Education of China for Research of Design and Electromagnetic Compatibility of High-Speed Electronic Systems, Shanghai Jiao Tong University, Shanghai, China",2022,Guangdong Provincial Key-Field Research Program(grant numbers:2018B010115001); National Natural Science Foundation of China(grant numbers:61831016); Science Challenge Project(grant numbers:TZ2018003); ,Heat dissipation;millimeter-wave (mmWave) antenna;substrate integrated waveguide (SIW);Vivaldi antenna array,Antenna arrays;Vivaldi antennas;Antennas;Heating systems;Microstrip;Antenna measurements;Microstrip antennas
J. Hu; X. Yang; L. Ge; H. Wong,"Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong; College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong",2022,"Key Research and Development Project of Guangdong Province(grant numbers:2020B0101080001,2020B1212030002); National Natural Science Foundation of China(grant numbers:62071308,62071408); Research Grants Council of the Hong Kong SAR, China(grant numbers:CRF CityU C1020-19E); CityU Strategic Research Grant(grant numbers:SRGFd 7005227); China Postdoctoral Science Foundation(grant numbers:2020M672800); ",Cavity-backed;magneto-electric (ME) dipole;pattern reconfigurable;polarization reconfigurable;reconfigurable antenna,Dipole antennas;Antenna arrays;Antenna radiation patterns;Switches;Reflector antennas;Polarization;Antenna measurements
E. Juárez; M. A. Panduro Mendoza; D. H. Covarrubias; A. R. Maldonado; B. Sanchez; C. d. Rio,"Department of Electronic and Telecommunications, CICESE Research Center, Ensenada, Mexico; Department of Electronic and Telecommunications, CICESE Research Center, Ensenada, Mexico; Department of Electronic and Telecommunications, CICESE Research Center, Ensenada, Mexico; Unidad Academica Multidisciplinaria Reynosa-Rodhe (UAMR-R), Autonomous University of Tamaulipas (UAMR-R), Reynosa, Mexico; Department of Electronic and Telecommunications, CICESE Research Center, Ensenada, Mexico; Institute of Smart Cities, University Public of Navarra (UPNA), Pamplona, Spain",2022,Mexican Council for Science and Technology (CONACyT)(grant numbers:2016-01-1680); ,Beam scanning;coherently radiating periodic structure (CORPS) network;linear array;phased array;planar array;sidelobe level (SLL),Phased arrays;Antenna arrays;Antenna feeds;Linear antenna arrays;Phase shifters;Power dividers;Microwave antenna arrays
Z. Ding; J. Chen; H. Liu; C. He; R. Jin,"Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China",2022,"National Natural Science Foundation of China(grant numbers:61901263,62001291); China Postdoctoral Science Foundation(grant numbers:2020M671123); ",Grating lobe suppression;impedance reconfigurable circuit (IRC);low sidelobe level (SLL);null scanning and beam steering antenna;sparse phased array;wide-angle scanning,Phased arrays;Antenna arrays;Gratings;Varactors;Beam steering;Impedance;Antenna feeds
P. -F. Li; S. -W. Qu; S. Yang; J. Hu,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China",2022,"Natural Science Foundation of China (NSFC) Projects(grant numbers:62001093,61721001); Postdoctoral Innovation Talents Support Program(grant numbers:BX20190058); Higher Education Discipline Innovation Project(grant numbers:BP0719011); ",Antenna scattering mechanism;impedance matching network;mean square error;microstrip phased array;scattering cross section reduction (SCSR),Scattering;Loaded antennas;Phased arrays;Impedance;Antennas;Microstrip antenna arrays;Reflector antennas
K. Sun; B. Wang; T. Yang; S. Liu; Y. Chen; Y. Zhao; D. Yang,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Materials and Energy, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China",2022,"National Natural Science Foundation of China(grant numbers:62031010,61871079,61801097,61721001); ",Dual-polarized antenna;endfire;millimeter wave (mmW);mode composite;substrate integrated coaxial line (SICL);substrate integrated waveguide (SIW),Antennas;Metals;Substrates;Antenna arrays;Conductors;Millimeter wave propagation;Transmission line antennas
Q. Chen; Z. Li; W. Wang; Z. Huang; X. Liang; X. Wu,"Information Materials and Intelligent Sensing Laboratory of Anhui Province, Anhui University, Hefei, China; Microwave Technology Research and Development Center, East China Research Institute of Electronic Engineering, Hefei, China; Communication Technology Research and Development Center, East China Research Institute of Electronic Engineering, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing, Ministry of Education, Anhui University, Hefei, China; Department of Electronics Engineering, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Intelligent Computing and Signal Processing, Ministry of Education, Anhui University, Hefei, China",2022,"National Natural Science Foundation of China(grant numbers:61801447,61671416); ",Broadband;dual-polarized;meshed antenna;phased array antenna;solar cell,Photovoltaic cells;Antenna arrays;Dipole antennas;Broadband antennas;Antennas;Metals;Electrodes
M. U. Afzal; K. P. Esselle; M. N. Y. Koli,"School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia",2022,Australian Government through the Australian Research Council Discovery Grant Scheme; University of Technology Sydney through the Faculty of Engineering and IT Seed Grant; ,Aperture field;beam steering;circular polarization;circularly polarized (CP);communication on the move (COTM);consumer terminal;flat lens;flat panel;frequency-selective surface (FSS);geostationary orbit (GEO);high gain;Ka;Ku;lens antenna;low earth orbit (LEO);Luneburg;medium earth orbit (MEO);phase shifting surface;phase transformation;prisms;radial-line slot array (RLSA);reconfigurable antenna;reflectarray;Risley;SATCOM;satellite on the move (SOTM);satellite terminal;satellite tracking;space Internet;transmitarray,Metasurfaces;Antennas;Antenna arrays;Transmitting antennas;Slot antennas;Metals;Dielectrics
Z. Li; D. Zhang; J. Liu; J. Zhang; L. Shao; X. Wang; R. Jin; W. Zhu,"Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",2022,"National Natural Science Foundation of China(grant numbers:62071291,61701303,51777168); ",3-D wavefront manipulation;energy allocation;multifunctional metasurface;spin-decoupling,Metasurfaces;Three-dimensional displays;Apertures;Electromagnetic scattering;Antennas;Image reconstruction;Electromagnetics
V. Jandieri; S. Ceccuzzi; P. Baccarelli; G. Schettini; D. Erni; W. Hong; D. H. Werner; K. Yasumoto,"General and Theoretical Electrical Engineering (ATE), Faculty of Engineering, University of Duisburg-Essen, Duisburg, Germany; Fusion and Nuclear Safety Department, ENEA, Frascati, Italy; Rome Tre University, Rome, Italy; Rome Tre University, Rome, Italy; General and Theoretical Electrical Engineering (ATE), Faculty of Engineering, University of Duisburg-Essen, Duisburg, Germany; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Republic of Korea; Department of Electrical Engineering, The Pennsylvania State University, University Park, PA, USA; Faculty of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan",2022,"Deutsche Forschungs-Gemeinschaft (DFG, German Research Foundation), CRC/TRR 196 MARIE (Project M03)(grant numbers:287022738); Shota Rustaveli National Science Foundation of Georgia (SRNSFG)(grant numbers:FR-19-4058); ",Dipole source;electromagnetic bandgap materials (EBGs);periodic structure;radiation;woodpile structure,Periodic structures;Metamaterials;Dipole antennas;Software;Reflection;Phased arrays;Transmission line matrix methods
W. Li; X. Chen; Z. Zhang; Z. Wu; L. Yang; Y. Zou,"School of Physics and Electronics, Hunan University, Changsha, China; School of Physics and Electronics, Hunan University, Changsha, China; School of Physics and Electronics, Hunan University, Changsha, China; School of Physics and Electronics, Hunan University, Changsha, China; School of Materials Science and Engineering, Hunan University, Changsha, China; School of Physics and Electronics, Hunan University, Changsha, China",2022,Science and Technology Program of Changsha(grant numbers:kq1907106); ,Biochar;broadband;lightweight;low cost;microwave absorbers,Absorption;Carbon;Electromagnetics;Broadband communication;Surface treatment;Biomass;Microscopy
