Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
R. Lech; W. Marynowski; A. Kusiek,"Department of Microwave and Antenna Engineering, Gdansk University of Technology, Gdansk, Poland; Department of Microwave and Antenna Engineering, Gdansk University of Technology, Gdansk, Poland; Department of Microwave and Antenna Engineering, Gdansk University of Technology, Gdansk, Poland",2015,sources of National Science Center(grant numbers:DEC-2011/01/D/ST7/06639); ,Antenna radiation patterns;complex resonance frequency;confocal;elliptical-rectangular structure;method of moments;microstrip antenna arrays;nonconfocal,Resonant frequency;Dielectrics;Antenna radiation patterns;Mathematical model;Microstrip;Substrates
D. Thompson; M. Yeary; C. Fulton; B. McGuire,"University of Oklahoma, School of Electrical and Computer Engineering, Norman, Oklahoma, United States; University of Oklahoma, School of Electrical and Computer Engineering, Norman, Oklahoma, United States; University of Oklahoma, School of Electrical and Computer Engineering, Norman, Oklahoma, United States; University of Oklahoma, School of Electrical and Computer Engineering, Norman, Oklahoma, United States",2015,National Science Foundation(grant numbers:ECCS-0925873); ,Array factor;phase quantization error;phase shifters;phased array radar;simulated annealing,Arrays;Phase shifters;Quantization (signal);Beam steering;Approximation algorithms;Radar;Radar antennas
Z. L. Ma; L. J. Jiang; S. Gupta; W. E. I. Sha,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong",2015,,Dispersion analysis;dispersive structure;leaky-wave antenna;multi-beam radiation;multiple periodic structure;non-dispersive structure;phase reversal antenna,Dispersion;Periodic structures;Harmonic analysis;Antennas;Nonhomogeneous media
S. Bildik; S. Dieter; C. Fritzsch; W. Menzel; R. Jakoby,"Institute for Microwave Engineering and Photonics, Technische Universitaet Darmstadt, Darmstadt, Germany; Cassidian, Ottobrunn, Germany; Institute for Microwave Engineering and Photonics, Technische Universitaet Darmstadt, Darmstadt, Germany; Institute of Microwave Techniques, University of Ulm, Ulm, Germany; Institute for Microwave Engineering and Photonics, Technische Universitaet Darmstadt, Darmstadt, Germany",2015,,Beam steering;liquid crystals;microstrip antenna arrays;microwave antennas;millimeter wave technology;reflectarrays,Liquid crystals;Substrates;Antenna feeds;Beam steering;Microstrip antenna arrays
Y. Li; L. Li; Y. Zhang; C. Zhao,"Xidian University, School of Electronic Engineering, Xi'an, Shaanxi, China; Xidian University, School of Electronic Engineering, Xi'an, Shaanxi, China; Inner Mongolia University, Transportation Institute, Hohhot, China; Electronic Communication Equipment, Shanghai Institute of Spaceflight, Shanghai, China",2015,"Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2013JZ019); National Natural Science Foundation of China; Technology Innovation Research Project of the CETC and Fundamental Research Funds for the Central Universities(grant numbers:K5051202051,SPSZ021409); ",Antenna-filter-antenna;equivalent circuit model;fractal structure;multilayer FSS;synthesis,Frequency selective surfaces;Fractals;Bandwidth;Integrated circuit modeling;Equivalent circuits;Microwave filters
T. Zhang; W. Hong; K. Wu,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Department of Electrical Engineering, Poly-Grames Research Center, Montréal, QC, Canada",2015,,Circular polarization;elliptical polarization;gain bandwidth;sequential rotation,Bandwidth;Arrays;Gain;Antennas;Mutual coupling;Gain measurement;Polarization
S. Clauzier; S. M. Mikki; Y. M. M. Antar,"Royal Military College of Canada, Electrical and Computer Engineering, Kingston, ON, Canada; Royal Military College of Canada, Electrical and Computer Engineering, Kingston, ON, Canada; Royal Military College of Canada, Electrical and Computer Engineering, Kingston, ON, Canada",2015,,Antenna near-field;genetic algorithm;infinitesimal dipole models,Antenna arrays;Dipole antennas;Genetic algorithms;Optimization;Electromagnetics;Antenna radiation patterns;Biological cells
B. Liang; B. Sanz-Izquierdo; E. A. Parker; J. C. Batchelor,"School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.",2015,,Beam-sweeping;beam-switching;frequency selective surfaces (FSS);slot arrays,Frequency selective surfaces;Antenna radiation patterns;Resonant frequency;Switches;Band-pass filters;Parametric study
B. Rahmati; H. R. Hassani,"Electrical & Electronic Engineering Department, Shahed University, Tehran, Iran; Electrical & Electronic Engineering Department, Shahed University, Tehran, Iran",2015,,Antenna array;lens antenna;microstrip array;reflectarray;transmitarray,Bandwidth;Dielectrics;Arrays;Couplings;Equivalent circuits;Integrated circuit modeling;Resonant frequency
M. J. Pamies Porras; T. Bertuch; C. Loecker; R. Adams; R. Wunderlich; S. Heinen,"Department of Antenna Technology and Electromagnetic Modelling, Fraunhofer Institute for High Frequency Physics and Radar Techniques (Fraunhofer FHR), Wachtberg, Germany; Department of Antenna Technology and Electromagnetic Modelling, Fraunhofer Institute for High Frequency Physics and Radar Techniques (Fraunhofer FHR), Wachtberg, Germany; Department of Antenna Technology and Electromagnetic Modelling, Fraunhofer Institute for High Frequency Physics and Radar Techniques (Fraunhofer FHR), Wachtberg, Germany; Chair of Integrated Analog Circuits and RF Systems, RWTH Aachen University, Aachen, Germany; Chair of Integrated Analog Circuits and RF Systems, RWTH Aachen University, Aachen, Germany; Chair of Integrated Analog Circuits and RF Systems, RWTH Aachen University, Aachen, Germany",2015,,Active arrays;feeds;phased array radar;phased arrays;radar navigation,Ports (Computers);Radar antennas;Apertures;Probes;Antenna feeds;Antenna arrays;Radar
M. T. H. Reid; J. K. White; S. G. Johnson,"Department of Mathematics, Massachusetts Institute of Technology; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology; Department of Mathematics, Massachusetts Institute of Technology",2015,Defense Advanced Research Projects Agency(grant numbers:N66001-09-1-2070-DOD); Army Research Office(grant numbers:W911NF-07-D-0004); ,Boundary-element method (BEM);code generation;computer algebra;electric-field integral equation (EFIE);Galerkin formulation;impedance matrix;method of moments (MOM);PMCHW;magnetic-field integral equation (MFIE);singular integrals;singularity cancellation;singularity subtraction,Kernel;Polynomials;Integral equations;Time division multiplexing;Closed-form solutions;Open source software
H. Azodi; U. Siart; T. F. Eibert,"Institute for High-frequency Engineering (HFT), Technische Universität München, Munich, Germany; Institute for High-frequency Engineering (HFT), Technische Universität München, Munich, Germany; Institute for High-frequency Engineering (HFT), Technische Universität München, Munich, Germany",2015,,Electromagnetic diffraction;electromagnetic reflection;field coverage;geometrical optics;physical theory of diffraction;ray tracing,Geometry;Equations;Mathematical model;Diffraction;Ray tracing;Lighting;Radar
J. Lee; M. Yoo; S. Lim,"SK Hynix, Seongnam, Korea; School of Electrical and Electronics Engineering, Chung-Ang University, Seoul, Korea; School of Electrical and Electronics Engineering, Chung-Ang University, Seoul, Korea",2015,,Absorber;frequency selective surface (FSS);radar absorbing structure (RAS),Frequency selective surfaces;Bandwidth;Substrates;Integrated circuit modeling;RLC circuits;Absorption;Resonant frequency
V. Torres; B. Orazbayev; V. Pacheco-Peña; J. Teniente; M. Beruete; M. Navarro-Cía; M. S. Ayza; N. Engheta,"Antenna Group, Universidad Pública de Navarra, Pamplona, Spain; Antenna Group, Universidad Pública de Navarra, Pamplona, Spain; Antenna Group, Universidad Pública de Navarra, Pamplona, Spain; Antenna Group, Universidad Pública de Navarra, Pamplona, Spain; Antenna Group, Universidad Pública de Navarra, Pamplona, Spain; Optical and Semiconductor Devices Group, Imperial College London, London, UK; TERALAB (MmW - THz - IR & Plasmonics Laboratory), Universidad Pública de Navarra, Pamplona, Spain; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, USA",2015,,Epsilon-near-zero;energy squeezing;metallic lenses;metamaterials;millimeter wave devices,Relays;Batteries;Energy harvesting;Cooperative communication;Wireless sensor networks;Scheduling;Simulation
M. Gustafsson; B. L. G. Jonsson,"Department of Electrical and Information Technology, Lund University, Lund, Sweden; School of Electrical Engineering, KTH Royal Institute of Technology, Stockholm, Sweden",2015,,Antenna Q;antenna theory;Brune synthesis;Stored energy,Energy storage;Impedance;Bandwidth;Q-factor;RLC circuits;Antennas;Zinc
D. González-Ovejero; E. Martini; S. Maci,"Department of Information Engineering and Mathematics, University of Siena, Siena, Italy; Wave Up S.r.l., Firenze, Italy; Department of Information Engineering and Mathematics, University of Siena, Siena, Italy",2015,,Metasurfaces (MTSs);self-complementarity;surface waves (SWs);transmission lines,Dispersion;Geometry;Metals;Apertures;Equations;Surface waves;Optical surface waves
E. A. Elghannai; B. D. Raines; R. G. Rojas,"Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA; Independent Researcher, San Jose, CA, USA; Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA",2015,,Antennas;characteristic modes;electrically small antennas;loaded antennas;reactive loading;wide band antennas,Loaded antennas;Impedance;Dipole antennas;Antenna radiation patterns;Antenna feeds;Loading
A. Samimi; J. J. Simpson,"Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA; Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA",2015,,Earth;electromagnetic (EM) wave propagation;finite-difference time-domain (FDTD) method;ionosphere;magnetized cold plasma,Mathematical model;Equations;Vectors;Current density;Time-domain analysis;Finite difference methods;Plasmas
R. F. S. Caldeirinha; M. O. Al-Nuaimi,"Instituto de Telecomunicaçóes-Leiria, School of Technology and Management, Portugal; University of South Wales, School of Engineering, Pontypridd, United Kingdom",2015,University of New South Wales; ,Absorbing media;dielectric measurements;finite difference methods;microwave radio propagation;scattering;vegetation,Permittivity;Vegetation;Finite difference methods;Time-domain analysis;Dielectrics;Scattering;Materials
F. -G. Hu; C. -F. Wang,"National University of Singapore, Temasek Laboratories, Singapore; National University of Singapore, Temasek Laboratories, Singapore",2015,,Brick elements;discontinuous Galerkin (DG) approach;finite-element time-domain (FETD) method;numerical dispersion;tetrahedral elements;vector basis functions,Vectors;Dispersion;Time-domain analysis;Equations;Propagation;Method of moments;Finite difference methods
B. T. Nguyen; C. Furse; J. J. Simpson,"Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA; Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA; Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA",2015,National Science Foundation CAREER Award(grant numbers:0955404); ,Earth;electromagnetic wave propagation;finite-difference time-domain (FDTD);ionosphere;magnetized cold plasma;statistics;stochastic finite-difference time-domain (S-FDTD) method;uncertainty;variance,Mathematical model;Equations;Plasmas;Ionosphere;Time-domain analysis;Finite difference methods;Magnetic anisotropy
A. Akbarzadeh-Sharbaf; D. D. Giannacopoulos,"Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada",2015,,Dispersive media;finite-element time-domain method,Dispersion;Media;Time-domain analysis;Stability analysis;Finite element analysis;Slabs
T. Garrett,"Stellar Science, Albuquerque, NM",2015,Department of the Air Force(grant numbers:FA9451-11-C-0281); ,Algorithms;far fields;finite difference methods,Interpolation;Computational modeling;Chebyshev approximation;Antenna radiation patterns;Standards;Finite difference methods;Time-domain analysis
R. Rezaiesarlak; M. Manteghi,"Bradly Department of Electrical and Computer Engineering of Virginia Tech, Virginia Tech, Blacksburg, VA; Bradly Department of Electrical and Computer Engineering of Virginia Tech, Virginia Tech, Blacksburg, VA",2015,,Scattering short-time matrix pencil method (STMPM);singularity expansion method (SEM);time-frequency technique,Time-frequency analysis;Resonant frequency;Scattering;Cavity resonators;Signal resolution;Time-domain analysis
I. V. Andronov; R. Mittra,"University of Saint Petersburg, Russia; University of Central Florida, USA",2015,,Electromagnetic diffraction;high frequency asymptotics;parabolic wave equation;strongly elongated body,Vectors;Diffraction;Zinc;Approximation methods;Equations;Magnetic separation;Wave functions
S. H. Kvist; J. Thaysen; K. B. Jakobsen,"GN ReSound A/S, Ballerup, Denmark; Department of Electrical Engineering, Electromagnetic Systems, Technical University of Denmark, Kgs. Lyngby, Denmark; Department of Electrical Engineering, Electromagnetic Systems, Technical University of Denmark, Kgs. Lyngby, Denmark",2015,,Channel model;creeping waves;ear-to-ear;hearing instrument;Monte Carlo analysis;on-body;path gain;WBAN,Gain;Antenna radiation patterns;Head;Mathematical model;Shape;Surface waves
M. W. K. Lee; K. W. Leung; Y. L. Chow,"Department of Electronic Engineering, City University of Hong Kong, Kowloon, Hong Kong SAR, China; Department of Electronic Engineering, City University of Hong Kong, Kowloon, Hong Kong SAR, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Ontario, Canada",2015,,4-C slot cuts;LC parallel circuit;lumped chip capacitors and inductors;miniature patch antenna;single-stubs;T shaped probe,Patch antennas;Ports (Computers);Antenna measurements;RLC circuits;Wideband
K. Wang; L. Li; T. F. Eibert,"Lehrstuhl für Hochfrequenztechnik, Technische Universität München, Munich, Germany; Lehrstuhl für Hochfrequenztechnik, Technische Universität München, Munich, Germany; Lehrstuhl für Hochfrequenztechnik, Technische Universität München, Munich, Germany",2015,,Matching and decoupling;MIMO antenna array;pattern orthogonality,Antenna arrays;Power transmission lines;Ports (Computers);Propagation losses;Couplings;Scattering parameters;Antenna radiation patterns
P. Cheong; K. -F. Chang; W. -W. Choi; K. -W. Tam,"Avenida da Universidade, Wireless Technology Laboratory, Taipa, Macao, People's Republic of China; Avenida da Universidade, Wireless Technology Laboratory, Taipa, Macao, People's Republic of China; Avenida da Universidade, Wireless Technology Laboratory, Taipa, Macao, People's Republic of China; Avenida da Universidade, Wireless Technology Laboratory, Taipa, Macao, People's Republic of China",2015,Science and Technology Development Fund of Macao(grant numbers:042/2011/A2 and 068/2013/A2); ,Frequency multiplexer;isolation;multi-mode excitation;multiband antenna;multiband communication system,Ports (Computers);Antenna measurements;Microstrip;Coplanar waveguides;Frequency measurement;Slot antennas
H. Moghadas; M. Daneshmand; P. Mousavi,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada; Department of Mechanical Engineering, University of Alberta, Edmonton, AB, Canada",2015,TRTech; NSERC; MITACS; ,Micro-electro-mechanical-system (MEMS);partially reflective surface (PRS);resonant cavity antenna (RCA),Cavity resonators;Tuning;Apertures;Leaky wave antennas;Microswitches;Frequency measurement
G. Gennarelli; M. Frongillo; G. Riccio,"National Research Council of Italy, Institute for Electromagnetic Sensing of the Environment, Naples, Italy; Dipartimento di Ingegneria dell'Informazione, Ingegneria Elettrica e Matematica Applicata (DIEM), University of Salerno, Fisciano, SA, Italy; Dipartimento di Ingegneria dell'Informazione, Ingegneria Elettrica e Matematica Applicata (DIEM), University of Salerno, Fisciano, SA, Italy",2015,,Dielectric wedge;diffraction;uniform asymptotic solutions,Diffraction;Dielectrics;Approximation methods;Antennas;Time-domain analysis;Reflection
M. Carlin; G. Oliveri; A. Massa,"University of Trento, ELEDIA Research Center@DISI, Povo, Trento, Italy; University of Trento, ELEDIA Research Center@DISI, Povo, Trento, Italy; University of Trento, ELEDIA Research Center@DISI, Povo, Trento, Italy",2015,Finmeccanica Group(grant numbers:Memorandum of Understanding FNM-UNITN); ,Array synthesis;Bayesian compressive sampling;concentric ring arrays;isophoric array;sparse arrays,Layout;Apertures;Antenna arrays;Pattern matching;Vectors;Programming;Bayes methods
J. Wang; S. Qu; J. Zhang; H. Chen; H. Ma; Z. Xu,"College of Science, Air Force Engineering University, Xi'an, China; College of Science, Air Force Engineering University, Xi'an, China; College of Science, Air Force Engineering University, Xi'an, China; College of Science, Air Force Engineering University, Xi'an, China; College of Science, Air Force Engineering University, Xi'an, China; Electronic Materials Research Laboratory, Xi'an Jiaotong University, Xi'an, China",2015,"National Natural Science Foundation of China(grant numbers:61331005,11204378,11274389,11304393,61302023); ",Electromagnetic cloak;irregular shapes;metamaterials;microwave network,Automotive components;Scattering;Surface waves;Reflection;Dielectric substrates;Design methodology;Load flow
W. C. Yang; H. Wang; W. Q. Che; Y. Huang; J. Wang,"Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Communication Engineering, Nanjing University of Science and Technology, Nanjing, China; Suzhou Bohai Microsystem Co. Ltd., Suzhou, China; Suzhou Bohai Microsystem Co. Ltd., Suzhou, China",2015,National Natural Science Foundation of China(grant numbers:(61225001)); ,Artificial magnetic conductor (AMC);high efficiency;laminated waveguide;low-temperature co-fired ceramics (LTCC),Arrays;Antenna arrays;Power dividers;Bandwidth;Gain;Antenna measurements;Antenna radiation patterns
L. Chen; Z. Lei; R. Yang; J. Fan; X. Shi,"Xidian University, School of Electronic Engineering, Xi'an, China; Xidian University, School of Electronic Engineering, Xi'an, China; Xidian University, School of Electronic Engineering, Xi'an, China; Xidian University, School of Electronic Engineering, Xi'an, China; Xidian University, School of Electronic Engineering, Xi'an, China",2015,National Natural Science Foundation of China(grant numbers:61301072); Fundamental Research Funds for the Central Universities(grant numbers:K5051302081); ,Antipodal tapered slot antenna;artificial material;gain enhancement;parallel lines,Materials;Gain;Broadband antennas;Lenses;Dielectrics;Refractive index
L. Petrillo; T. Mavridis; J. Sarrazin; A. Benlarbi-Delaï; P. De Doncker,"OPERA Dpt.—Wireless Communications Group, Université Libre de Bruxelles (ULB), Brussels, Belgium; OPERA Dpt.—Wireless Communications Group, Université Libre de Bruxelles (ULB), Brussels, Belgium; L2E Dept., Sorbonne Universités, Paris, France; L2E Dept., Sorbonne Universités, Paris, France; OPERA Dpt.—Wireless Communications Group, Université Libre de Bruxelles (ULB), Brussels, Belgium",2015,Agence Nationale de la Recherche(grant numbers:ANR-11-IDEX-0004-02); ,60 GHz propagation;body area networks (BAN);channel model,Antenna measurements;Loss measurement;Antennas;Fading;Doppler effect;Torso
A. Aghabarati; J. P. Webb,"Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada",2015,,Finite element analysis;iterative methods;microwave propagation;multigrid methods;sparse matrices,Surface waves;Vectors;Equations;Surface treatment;Computational modeling;Finite element analysis;Scattering
T. Zhang; Y. Zhang; L. Cao; W. Hong; K. Wu,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Department of Electrical Engineering, Poly-Grames Research Center, Montréal, QC, Canada",2015,,Dual-polarized array;patch antenna;substrate integrated waveguide;wideband circularly polarized,Bandwidth;Arrays;Antenna measurements;Gain;Couplers;Patch antennas
A. Panahi; X. L. Bao; G. Ruvio; M. J. Ammann,"Antenna High Frequency Research Centre; Antenna High Frequency Research Centre; Telecommunications Research Centre (CTVR), Dublin Institute of Technology, Dublin, Ireland; Antenna High Frequency Research Centre",2015,Irish Higher Education Authority(grant numbers:TGI); ,Broadband antennas;circular polarization,Bandwidth;Microwave antennas;Satellite antennas;Ultra wideband antennas
G. -L. Huang; S. -G. Zhou; T. -H. Chio; H. -T. Hui; T. -S. Yeo,"Department of Electrical and Computer Engineering, Temasek Laboratories, Singapore; National University of Singapore, Temasek Laboratories, Singapore; National University of Singapore, Temasek Laboratories, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore",2015,,Low sidelobe;slot array;Taylor distribution;wideband,Arrays;Antenna arrays;Bandwidth;Slot antennas;Apertures
K. Konstantinidis; A. P. Feresidis; P. S. Hall,"School of Electronic, Electrical and Systems Engineering, University of Birmingham, Edgbaston, Birmingham, U.K.; School of Electronic, Electrical and Systems Engineering, University of Birmingham, Edgbaston, Birmingham, U.K.; School of Electronic, Electrical and Systems Engineering, University of Birmingham, Edgbaston, Birmingham, U.K.",2015,,Artificial impedance surface;Fabry-Perot cavity;leaky-wave antennas;partially reflective surfaces,Antenna measurements;Cavity resonators;Bandwidth;Broadband antennas;Arrays;Reflection
J. G. Pollock; A. K. Iyer,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta, Canada",2015,,Circular waveguides;epsilon-near-zero;inhomogeneous waveguides;metamaterials;miniaturization;negative permittivity;open-ended waveguide probes,Metamaterials;Cutoff frequency;Probes;Dispersion;Electromagnetic waveguides;Permittivity;Antennas
D. Guha; P. Gupta; C. Kumar,"Institute of Radio Physics and Electronics, University of Calcutta, Kolkata, India; Institute of Radio Physics and Electronics, University of Calcutta, Kolkata, India; Communication Systems Group, ISRO Satellite Centre, Bangalore, India",2015,,Aperture-fed antenna;dielectric resonator antenna;dualband antenna;dual-mode antenna,Feeds;Gain;Dual band;Dielectric resonator antennas;Aperture antennas;Bandwidth
S. Pan; J. Fan,"Cisco Systems, Inc., San Jose, CA, USA; EMC Laboratory, Missouri University of Science and Technology, Rolla, MO, USA",2015,Division of Industrial Innovation and Partnerships(grant numbers:0855878); ,Discrete complex image method (DCIM);lossy layered media;pole extraction;Sommerfeld integral;spectral-domain Green's functions;surface-wave poles,Nonhomogeneous media;Green's function methods;Spectral analysis;Surface waves;Dielectric losses;Algorithm design and analysis
M. A. Salem; C. Caloz,"École Polytechnique de Montréal, Poly-Grames Research Center, Montréal, Québec, Canada; École Polytechnique de Montréal, Poly-Grames Research Center, Montréal, Québec, Canada",2015,,Closed-form solution;eigenfunction expansion;electromagnetic radiation;loop antennas;vector-wave functions,Antennas;Electric potential;Green's function methods;Electromagnetics;Transforms;Computational modeling;Eigenvalues and eigenfunctions
N. L. Bohannon; J. T. Bernhard,"Department of Electrical and Computer Engineering, Electromagnetics Laboratory, Urbana, IL, USA; Department of Electrical and Computer Engineering, Electromagnetics Laboratory, Urbana, IL, USA",2015,Army Research Office; ,Bandwidth;characteristic modes;finite ground planes;planar inverted-F antennas (PIFAs),Bandwidth;Antenna feeds;Slot antennas;Design methodology;Antenna theory
